ID	Gene symbol ID_1	Gene description	Gene symbol	Gene symbol ID	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.stat
ENSG00000127483		Heterochromatin protein 1-binding protein 3 (Protein HP1-BP74) [Source:UniProtKB/Swiss-Prot;Acc:Q5SSJ5]	HP1BP3	HP1BP3	3100.7674911862	3.43974806790446E-11	-1.71416523498025	0.111697295745333	3.38267414205093E-12	-6.96083264943326
ENSG00000129103		Sulfatase-modifying factor 2 Precursor (C-alpha-formylglycine-generating enzyme 2) [Source:UniProtKB/Swiss-Prot;Acc:Q8NBJ7]	SUMF2	SUMF2	1615.29582474404	0.127759177573529	1.20731779937952	0.155367989623883	0.0802166509399237	1.74943039366966
ENSG00000129625		Receptor expression-enhancing protein 5 (Polyposis locus protein 1)(TB2 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q00765]	REEP5	REEP5	2273.24428455458	2.62666845553577E-21	-1.59916311775542	0.0690815844100819	1.07575413881109E-22	-9.80459712692484
ENSG00000130311		DET1- and DDB1-associated protein 1 (Placenta cross-immune reaction antigen 1)(PCIA-1) [Source:UniProtKB/Swiss-Prot;Acc:Q9BW61]	DDA1	DDA1	855.430901626218	1.42422228419763E-5	1.53084513808225	0.131945680263298	3.22539372819503E-6	4.65591859038386
ENSG00000130522		Transcription factor jun-D  [Source:UniProtKB/Swiss-Prot;Acc:P17535]	JUND	JUND	825.449348927675	0.620225651475898	1.2221889805916	0.465426628519816	0.53398140467415	0.621939873956611
ENSG00000132155		RAF proto-oncogene serine/threonine-protein kinase (EC 2.7.11.1)(C-RAF)(cRaf)(Raf-1) [Source:UniProtKB/Swiss-Prot;Acc:P04049]	RAF1	RAF1	1370.00622227266	0.0557761564349422	1.17427172605082	0.107390450422072	0.030915023817603	2.15816476489773
ENSG00000132341		GTP-binding nuclear protein Ran (GTPase Ran)(Ras-related nuclear protein)(Ras-like protein TC4)(Androgen receptor-associated protein 24) [Source:UniProtKB/Swiss-Prot;Acc:P62826]	RAN	RAN	4308.3156006213	0.0386997827783093	1.63485952959972	0.305676249951425	0.0203412698795905	2.31999274368895
ENSG00000132676		28S ribosomal protein S29, mitochondrial (S29mt)(MRP-S29)(Death-associated protein 3)(DAP-3)(Ionizing radiation resistance conferring protein) [Source:UniProtKB/Swiss-Prot;Acc:P51398]	DAP3	DAP3	1597.32203766435	0.267271653364952	1.14740188629525	0.151715972097992	0.191038119859643	1.30751424592881
ENSG00000133983		COX16-like protein C14orf112, mitochondrial Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q9P0S2]	COX16	COX16	436.029569026664	0.482626769727829	-1.13497721425645	0.212879703595611	0.390859914558849	-0.858058947147284
ENSG00000134248		Hepatitis B virus X-interacting protein (HBX-interacting protein)(HBV X-interacting protein) [Source:UniProtKB/Swiss-Prot;Acc:O43504]	HBXIP	LAMTOR5	689.632379850057	0.319491280917805	1.15163733027136	0.172210084439386	0.236896772520276	1.18277893149379
ENSG00000134453		Splicing factor 45 (45 kDa-splicing factor)(RNA-binding motif protein 17) [Source:UniProtKB/Swiss-Prot;Acc:Q96I25]	RBM17	RBM17	1110.11435669971	0.0419511730798216	1.51619116482864	0.262817474372199	0.0223320813715894	2.28467176576302
ENSG00000134717		Transcription factor BTF3 homolog 4 (Basic transcription factor 3-like 4) [Source:UniProtKB/Swiss-Prot;Acc:Q96K17]	BTF3L4	BTF3L4	1192.64572763986	0.623192156077281	-1.0629094023575	0.142620373496709	0.537133619476863	-0.617153293600503
ENSG00000134884		Arginine and glutamate-rich protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q9NWB6]	ARGLU1	ARGLU1	702.501444288313	0.00627917721277854	-1.75502091109999	0.269711836220239	0.00262348140609978	-3.0087230569379
ENSG00000135441		Biogenesis of lysosome-related organelles complex 1 subunit 1 (BLOC-1 subunit 1)(GCN5-like protein 1)(Protein RT14) [Source:UniProtKB/Swiss-Prot;Acc:P78537]	BLOC1S1	BLOC1S1	239.090971940972	3.26563202935648E-7	-1.61559709417831	0.127361168378418	5.51364501273786E-8	-5.43389688653427
ENSG00000135930		Eukaryotic translation initiation factor 4E type 2 (eIF-4E type 2)(eIF4E type 2)(mRNA cap-binding protein type 3)(Eukaryotic translation initiation factor 4E-like 3)(Eukaryotic translation initiation factor 4E homologous protein)(mRNA cap-binding protein	EIF4E2	EIF4E2	1144.11665556665	0.394913115185479	-1.13176269497601	0.17452263621067	0.306213487938234	-1.0231995874931
ENSG00000135940		Cytochrome c oxidase subunit 5B, mitochondrial Precursor (Cytochrome c oxidase polypeptide Vb) [Source:UniProtKB/Swiss-Prot;Acc:P10606]	COX5B	COX5B	1078.01422925916	0.111181968715819	1.24172828281055	0.171370822389182	0.0683559882124941	1.82265283346598
ENSG00000136003		Iron-sulfur cluster assembly enzyme ISCU, mitochondrial Precursor (NifU-like N-terminal domain-containing protein)(NifU-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9H1K1]	ISCU	ISCU	750.578047117978	0.404637885405951	1.1297478472291	0.175292438949573	0.315358818176763	1.00404106967961
ENSG00000136156		Integral membrane protein 2B (Transmembrane protein BRI) [Contains ABri/ADan amyloid peptide] [Source:UniProtKB/Swiss-Prot;Acc:Q9Y287]	ITM2B	ITM2B	3113.67829261705	3.41487782081544E-13	-3.17562166715147	0.219033877798408	2.72250477823003E-14	-7.61087308345226
ENSG00000136521		NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial Precursor (NADH-ubiquinone oxidoreductase SGDH subunit)(Complex I-SGDH)(CI-SGDH) [Source:UniProtKB/Swiss-Prot;Acc:O43674]	NDUFB5	NDUFB5	855.547256460416	0.457244624547176	1.11291068059112	0.170770958621239	0.366116934614963	0.903770825559931
ENSG00000136709		WD repeat-containing protein 33 (WD repeat-containing protein WDC146) [Source:UniProtKB/Swiss-Prot;Acc:Q9C0J8]	WDR33	WDR33	917.555133830626	0.342801547235394	-1.11409777754458	0.137792103820933	0.257954349222781	-1.13123938475206
ENSG00000136930		Proteasome subunit beta type-7 Precursor (EC 3.4.25.1)(Proteasome subunit Z)(Macropain chain Z)(Multicatalytic endopeptidase complex chain Z) [Source:UniProtKB/Swiss-Prot;Acc:Q99436]	PSMB7	PSMB7	1545.43771307485	6.49117033493291E-6	1.71849590978588	0.16179264857134	1.37861845073767E-6	4.82807114436301
ENSG00000136942		60S ribosomal protein L35  [Source:UniProtKB/Swiss-Prot;Acc:P42766]	RPL35	RPL35	6813.55313858976	3.40933499248074E-6	1.60457062886219	0.137380586207982	6.84626476434214E-7	4.9656746515912
ENSG00000137210		Transmembrane protein 14B  [Source:UniProtKB/Swiss-Prot;Acc:Q9NUH8]	TMEM14B	TMEM14B	827.515445657348	3.17105331334419E-6	1.82445747370239	0.174164650215131	6.33440678052081E-7	4.98073244168418
ENSG00000139613		SWI/SNF complex subunit SMARCC2 (SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily C member 2)(SWI/SNF complex 170 kDa subunit)(BRG1-associated factor 170) [Source:UniProtKB/Swiss-Prot;Acc:Q8TAQ2]	SMARCC2	SMARCC2	1827.36947821555	0.00312840933182748	-1.66873101091529	0.228075181895563	0.00119920247636867	-3.2390697392538
ENSG00000140319		Signal recognition particle 14 kDa protein (SRP14)(18 kDa Alu RNA-binding protein) [Source:UniProtKB/Swiss-Prot;Acc:P37108]	SRP14	SRP14	2807.16072643619	4.43432090993623E-28	-1.9570979415138	0.0857037150427242	1.26694883141035E-29	-11.3030801044142
ENSG00000140943		Membrane-bound transcription factor site-1 protease Precursor (EC 3.4.21.112)(S1P endopeptidase)(Site-1 protease)(Subtilisin/kexin-isozyme 1)(SKI-1) [Source:UniProtKB/Swiss-Prot;Acc:Q14703]	MBTPS1	MBTPS1	2161.51072106166	7.58959929196444E-4	-1.67203497882635	0.202402592420015	2.48297534100528E-4	-3.66400953625311
ENSG00000141002		Transcription factor 25 (Nuclear localized protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q9BQ70]	TCF25	TCF25	949.46966952818	1.00214911224289E-18	-2.46011662394417	0.141708205616558	4.96410567942249E-20	-9.16479538876464
ENSG00000141076		Cirhin  [Source:UniProtKB/Swiss-Prot;Acc:Q969X6]	CIRH1A	UTP4	1040.30572549792	0.002182041105159	2.13744646678998	0.326937264504566	8.0234825906413E-4	3.35198341257221
ENSG00000142192		Amyloid beta A4 protein Precursor (Alzheimer disease amyloid protein)(ABPP)(APPI)(APP)(PreA4)(Cerebral vascular amyloid peptide)(CVAP)(Protease nexin-II)(PN-II) [Contains Soluble APP-alpha(S-APP-alpha);Soluble APP-beta(S-APP-beta);C99;Beta-amyloid protei	APP	APP	9397.53271806045	0.0714633621228867	-1.43588430203708	0.25554724385551	0.0411080626958604	-2.04243841265398
ENSG00000142534		40S ribosomal protein S11  [Source:UniProtKB/Swiss-Prot;Acc:P62280]	RPS11	RPS11	13025.7017077953	0.0428682812149199	-1.20126710714247	0.116274935580489	0.0228896844334137	-2.2752708924038
ENSG00000143256		Prefoldin subunit 2  [Source:UniProtKB/Swiss-Prot;Acc:Q9UHV9]	PFDN2	PFDN2	775.775388310959	0.0270858416008593	1.60576830496426	0.276793298479104	0.0135681357083235	2.46849814031762
ENSG00000143420		Alpha-endosulfine (ARPP-19e) [Source:UniProtKB/Swiss-Prot;Acc:O43768]	ENSA	ENSA	1440.50137555842	0.474574446698303	-1.09911777589635	0.156241586001906	0.3828477143053	-0.872661305840467
ENSG00000143569		Ubiquitin-associated protein 2-like (Protein NICE-4) [Source:UniProtKB/Swiss-Prot;Acc:Q14157]	UBAP2L	UBAP2L	5356.80071794572	0.129678660330373	-1.23679842542234	0.176073377858631	0.0816172612488049	-1.74137846049908
ENSG00000143614		Transcriptional repressor p66-beta (p66/p68)(GATA zinc finger domain-containing protein 2B) [Source:UniProtKB/Swiss-Prot;Acc:Q8WXI9]	GATAD2B	GATAD2B	1128.0563648435	7.06657189643408E-7	-1.72970651807913	0.149598755801059	1.26174484852558E-7	-5.28431717325179
ENSG00000143878		Rho-related GTP-binding protein RhoB Precursor (H6) [Source:UniProtKB/Swiss-Prot;Acc:P62745]	RHOB	RHOB	1071.05800031305	0.306040309833011	1.53652772317086	0.510484418433137	0.224788335543543	1.21389365661707
ENSG00000144381		60 kDa heat shock protein, mitochondrial Precursor (Heat shock protein 60)(HSP-60)(Hsp60)(60 kDa chaperonin)(Chaperonin 60)(CPN60)(Mitochondrial matrix protein P1)(P60 lymphocyte protein)(HuCHA60) [Source:UniProtKB/Swiss-Prot;Acc:P10809]	HSPD1	HSPD1	5820.09011975534	1.11577591352612E-6	2.6844268608649	0.274293300189469	2.06086655982729E-7	5.19376192268921
ENSG00000144591		Mannose-1-phosphate guanyltransferase alpha (EC 2.7.7.13)(GTP-mannose-1-phosphate guanylyltransferase alpha)(GDP-mannose pyrophosphorylase A) [Source:UniProtKB/Swiss-Prot;Acc:Q96IJ6]	GMPPA	GMPPA	425.723174428637	0.389318193899282	1.34808906522427	0.416378582155337	0.30070930994584	1.03491349883342
ENSG00000145425		40S ribosomal protein S3a  [Source:UniProtKB/Swiss-Prot;Acc:P61247]	RPS3A	RPS3A	6717.73757016737	0.345925033291312	-1.10557555620404	0.128768320250385	0.260808715913279	-1.12448173237285
ENSG00000145741		Transcription factor BTF3 (RNA polymerase B transcription factor 3) [Source:UniProtKB/Swiss-Prot;Acc:P20290]	BTF3	BTF3	8625.28210530335	0.0917742884874584	1.12551238607996	0.0887925472155085	0.0547154519626563	1.92112895566194
ENSG00000146587		RB-associated KRAB zinc finger protein (RB-associated KRAB repressor)(hRBaK)(Zinc finger protein 769) [Source:UniProtKB/Swiss-Prot;Acc:Q9NYW8]	RBAK	RBAK	401.819500199314	0.0102471934182078	-1.26196922439691	0.118247852211683	0.00452898606254627	-2.83875538974482
ENSG00000146701		Malate dehydrogenase, mitochondrial Precursor (EC 1.1.1.37) [Source:UniProtKB/Swiss-Prot;Acc:P40926]	MDH2	MDH2	2976.9573993238	1.76326060351942E-8	1.79200972414846	0.141083538592787	2.44473121313538E-9	5.96510744230511
ENSG00000146731		T-complex protein 1 subunit zeta (TCP-1-zeta)(CCT-zeta)(CCT-zeta-1)(Tcp20)(HTR3)(Acute morphine dependence-related protein 2) [Source:UniProtKB/Swiss-Prot;Acc:P40227]	CCT6A	CCT6A	4470.43624578206	0.0235761668864296	1.81118618971725	0.339301228259697	0.0115505089569857	2.52558726998865
ENSG00000147533		Golgin subfamily A member 7 (Golgi complex-associated protein of 16 kDa) [Source:UniProtKB/Swiss-Prot;Acc:Q7Z5G4]	GOLGA7	GOLGA7	755.429382571393	0.0115302022144154	-1.19313250390776	0.0911004306485009	0.00516735974595047	-2.79641127174744
ENSG00000147677		Eukaryotic translation initiation factor 3 subunit H (eIF3h)(Eukaryotic translation initiation factor 3 subunit 3)(eIF-3 gamma)(eIF3 p40 subunit) [Source:UniProtKB/Swiss-Prot;Acc:O15372]	EIF3H	EIF3H	4123.24442454768	4.46910341044748E-7	-1.6385724336813	0.132578841384951	7.71354487442411E-8	-5.37370399151921
ENSG00000148291		Surfeit locus protein 2 (Surf-2) [Source:UniProtKB/Swiss-Prot;Acc:Q15527]	SURF2	SURF2	172.867750914793	0.0472859697814127	1.77710432874868	0.37170317471464	0.0256350809871228	2.23169570994031
ENSG00000150459		Histone deacetylase complex subunit SAP18 (Sin3-associated polypeptide, 18 kDa)(Sin3-associated polypeptide p18)(Cell growth-inhibiting protein 38)(2HOR0202) [Source:UniProtKB/Swiss-Prot;Acc:O00422]	SAP18	SAP18	1237.4087881933	0.329797165723149	-1.08763197893737	0.104488816237134	0.246113303761022	-1.15984159922038
ENSG00000152234		ATP synthase subunit alpha, mitochondrial Precursor  [Source:UniProtKB/Swiss-Prot;Acc:P25705]	ATP5A1	ATP5A1	5539.12941318038	0.195180892018773	1.12758322959989	0.11499210027372	0.13194259895919	1.50648545205016
ENSG00000153187		Heterogeneous nuclear ribonucleoprotein U (hnRNP U)(Scaffold attachment factor A)(SAF-A)(p120)(pp120) [Source:UniProtKB/Swiss-Prot;Acc:Q00839]	HNRNPU	HNRNPU	10852.6789688729	0.462190839438863	1.12960206927918	0.196400214855996	0.370687901902039	0.895185561158807
ENSG00000154945		Ankyrin repeat domain-containing protein 40  [Source:UniProtKB/Swiss-Prot;Acc:Q6AI12]	ANKRD40	ANKRD40	1017.54992026455	0.185114968291619	1.22301080278673	0.188876229371839	0.124119174207023	1.5377114850977
ENSG00000156052		Guanine nucleotide-binding protein G(q) subunit alpha (Guanine nucleotide-binding protein alpha-q) [Source:UniProtKB/Swiss-Prot;Acc:P50148]	GNAQ	GNAQ	1084.02531235076	5.20998796183869E-5	-1.70953030844039	0.177587914345468	1.32368694554526E-5	-4.35615229527021
ENSG00000156639		AN1-type zinc finger protein 3 (Testis-expressed sequence 27) [Source:UniProtKB/Swiss-Prot;Acc:Q9H8U3]	ZFAND3	ZFAND3	2001.74772838423	0.00438001617460293	1.83391537071964	0.279530070811983	0.00174810681966548	3.12999264159238
ENSG00000156875		Hippocampus abundant transcript 1 protein (Putative tetracycline transporter-like protein) [Source:UniProtKB/Swiss-Prot;Acc:Q96MC6]	HIAT1	MFSD14A	1195.85729060921	0.122151888528829	1.14926446283382	0.113169324950445	0.0761385425787542	1.77354439328959
ENSG00000158019		Protein BRE (Brain and reproductive organ-expressed protein)(BRCA1/BRCA2-containing complex subunit 45) [Source:UniProtKB/Swiss-Prot;Acc:Q9NXR7]	BRE	BABAM2	427.188994435626	0.00671193813533704	-1.35072975695203	0.145262937210407	0.00282754910539279	-2.98588937514396
ENSG00000158545		Zinc finger CCCH domain-containing protein 18 (Nuclear protein NHN1) [Source:UniProtKB/Swiss-Prot;Acc:Q86VM9]	ZC3H18	ZC3H18	905.39683369821	0.523677725662445	-1.11366296142399	0.197945859641254	0.432675210324746	-0.78462202888902
ENSG00000159377		Proteasome subunit beta type-4 Precursor (Proteasome beta chain)(EC 3.4.25.1)(Macropain beta chain)(Multicatalytic endopeptidase complex beta chain)(Proteasome chain 3)(HSN3)(HsBPROS26) [Source:UniProtKB/Swiss-Prot;Acc:P28070]	PSMB4	PSMB4	2189.08623919463	0.965719893635257	-1.00759299117416	0.157100809215614	0.944619571803376	-0.069464898841695
ENSG00000159658		Uncharacterized calcium-binding protein KIAA0494  [Source:UniProtKB/Swiss-Prot;Acc:O75071]	KIAA0494	EFCAB14	1998.33316079434	1.83214406117118E-14	-1.66023183846477	0.0914741585255901	1.29013786581864E-15	-7.99553369575843
ENSG00000160014		Calmodulin (CaM) [Source:UniProtKB/Swiss-Prot;Acc:P62158]	CALM3	CALM3	4228.59557315725	0.101709615686932	1.64700799995856	0.385315440068378	0.0617337440741643	1.86820326356347
ENSG00000160072		ATPase family AAA domain-containing protein 3B  [Source:UniProtKB/Swiss-Prot;Acc:Q5T9A4]	ATAD3B	ATAD3B	280.912606880079	0.129398292963812	2.10465211832067	0.61598640409769	0.0813570165716627	1.74286604417785
ENSG00000160613		Proprotein convertase subtilisin/kexin type 7 Precursor (EC 3.4.21.-)(Proprotein convertase PC7)(Subtilisin/kexin-like protease PC7)(Prohormone convertase PC7)(hPC8)(PC8)(Lymphoma proprotein convertase) [Source:UniProtKB/Swiss-Prot;Acc:Q16549]	PCSK7	PCSK7	275.631970707789	1.02564401984074E-4	-2.27493291499239	0.282878708353264	2.76521265082114E-5	-4.1919874758967
ENSG00000160752		Farnesyl pyrophosphate synthetase (FPP synthetase)(FPS)(Farnesyl diphosphate synthetase) [Includes Dimethylallyltranstransferase(EC 2.5.1.1);Geranyltranstransferase(EC 2.5.1.10)] [Source:UniProtKB/Swiss-Prot;Acc:P14324]	FDPS	FDPS	1644.22796709664	0.0575990141288246	-1.39755860091706	0.225273599921971	0.032060576298173	-2.14365455176964
ENSG00000162191		UBX domain-containing protein 1 (SAPK substrate protein 1)(UBA/UBX 33.3 kDa protein) [Source:UniProtKB/Swiss-Prot;Acc:Q04323]	UBXN1	UBXN1	1021.79912339561	0.10411634642532	-1.34522944794439	0.230525781133388	0.0634557740657759	-1.85598445322965
ENSG00000162734		Astrocytic phosphoprotein PEA-15 (Phosphoprotein enriched in diabetes)(PED) [Source:UniProtKB/Swiss-Prot;Acc:Q15121]	PEA15	PEA15	6599.48940936543	0.300083445919148	-1.572560744957	0.53202011476071	0.219591617527723	-1.2276147622212
ENSG00000162736		Nicastrin Precursor  [Source:UniProtKB/Swiss-Prot;Acc:Q92542]	NCSTN	NCSTN	3558.46081198625	0.128336236701219	-1.35629368075326	0.251645320207942	0.0806061672846182	-1.74717972635007
ENSG00000163349	HIPK1	Homeodomain-interacting protein kinase 1 (EC 2.7.11.1) [Source:UniProtKB/Swiss-Prot;Acc:Q86Z02]	HIPK1	HIPK1	993.892325582888	3.51758917781058E-4	-1.22462144284258	0.0754148245076317	1.06025917427492E-4	-3.87637114580332
ENSG00000163374		YY1-associated protein 1 (Hepatocellular carcinoma susceptibility protein)(Hepatocellular carcinoma-associated protein 2) [Source:UniProtKB/Swiss-Prot;Acc:Q9H869]	YY1AP1	YY1AP1	1208.79701986899	7.52324711523295E-10	-1.47276737380442	0.0861206122576229	8.84765524761916E-11	-6.48543429394184
ENSG00000163527		Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B (Oligosaccharyl transferase subunit STT3B)(STT3-B)(EC 2.4.1.119)(Source of immunodominant MHC-associated peptides homolog) [Source:UniProtKB/Swiss-Prot;Acc:Q8TCJ2]	STT3B	STT3B	4262.67668110315	2.8528925933144E-4	1.67324562161344	0.188873689627709	8.42459786787238E-5	3.9319888369195
ENSG00000163634		THO complex subunit 7 homolog (Ngg1-interacting factor 3-like protein 1-binding protein 1)(NIF3L1-binding protein 1) [Source:UniProtKB/Swiss-Prot;Acc:Q6I9Y2]	THOC7	THOC7	1079.0981239233	0.0512570089379148	1.41102905189366	0.226192027791926	0.028082451922359	2.19613262659942
ENSG00000163636		26S proteasome non-ATPase regulatory subunit 6 (26S proteasome regulatory subunit S10)(p42A)(Proteasome regulatory particle subunit p44S10)(Phosphonoformate immuno-associated protein 4)(Breast cancer-associated protein SGA-113M) [Source:UniProtKB/Swiss-P	PSMD6	PSMD6	1040.0892213122	0.0683016584705942	1.47173916133418	0.270103017408673	0.0390074060840561	2.06410875475963
ENSG00000163807		Uncharacterized protein KIAA1143  [Source:UniProtKB/Swiss-Prot;Acc:Q96AT1]	KIAA1143	KIAA1143	968.428158717223	0.00624367305270382	-1.23593707446344	0.101507034844277	0.00260662611135947	-3.01068091812989
ENSG00000163961		RING finger protein 168  [Source:UniProtKB/Swiss-Prot;Acc:Q8IYW5]	RNF168	RNF168	462.271815368195	0.0175500011863031	1.21430877311004	0.106087366360806	0.00827570270428181	2.64060957277908
ENSG00000164758		Mediator of RNA polymerase II transcription subunit 30 (Mediator complex subunit 30)(Thyroid hormone receptor-associated protein 6)(Thyroid hormone receptor-associated protein complex 25 kDa component)(Trap25)(TRAP/Mediator complex component TRAP25) [Sou	MED30	MED30	133.624983893131	0.0311112950060507	1.45450154113504	0.224161371349723	0.0158948903272089	2.41132012090098
ENSG00000164924	YWHAZ	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1)(KCIP-1) [Source:UniProtKB/Swiss-Prot;Acc:P63104]	YWHAZ	YWHAZ	15312.0224819639	0.895159180316804	1.03547023750811	0.270048262140032	0.852278920954008	0.186211480914219
ENSG00000164961		Strumpellin  [Source:UniProtKB/Swiss-Prot;Acc:Q12768]	KIAA0196	WASHC5	1181.69355429059	2.45041004372482E-58	-3.89409372104845	0.119611260134037	2.00316806488229E-60	-16.3971820405686
ENSG00000164985		PC4 and SFRS1-interacting protein (Lens epithelium-derived growth factor)(Transcriptional coactivator p75/p52)(Dense fine speckles 70 kDa protein)(DFS 70)(CLL-associated antigen KW-7) [Source:UniProtKB/Swiss-Prot;Acc:O75475]	PSIP1	PSIP1	1496.15042552223	1.73110827509568E-17	-2.84690403463441	0.170691077025135	9.33159134936241E-19	-8.8428398769662
ENSG00000165527		ADP-ribosylation factor 6  [Source:UniProtKB/Swiss-Prot;Acc:P62330]	ARF6	ARF6	3571.44879868524	6.09645089373474E-6	1.86036404231733	0.184970658010267	1.28689145535089E-6	4.84176771618501
ENSG00000165792		Protein RSM22 homolog, mitochondrial Precursor (EC 2.1.1.-)(Methyltransferase 11 domain-containing protein 1)(False p73 target gene protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9H7H0]	METT11D1	METTL17	368.308995664975	0.00311247571241087	1.65992825758846	0.225591243466643	0.00119148845734388	3.24090987812072
ENSG00000167118		Ubiquitin-related modifier 1 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q9BTM9]	URM1	URM1	733.258022093936	0.905511012949319	-1.01229184633772	0.104341777983364	0.865860550949676	-0.168918749758025
ENSG00000167522		Ankyrin repeat domain-containing protein 11 (Ankyrin repeat-containing cofactor 1) [Source:UniProtKB/Swiss-Prot;Acc:Q6UB99]	ANKRD11	ANKRD11	1835.22698217232	0.812927845156343	1.03846148950429	0.170940223189115	0.75009125332111	0.318519041289069
ENSG00000168653		NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 (NADH-ubiquinone oxidoreductase 15 kDa subunit)(Complex I-15 kDa)(CI-15 kDa) [Source:UniProtKB/Swiss-Prot;Acc:O43920]	NDUFS5	NDUFS5	1766.65983680462	0.768280097886081	1.04823960033256	0.174569366895633	0.697017532756381	0.389349622864108
ENSG00000168818		Syntaxin-18 (Cell growth-inhibiting gene 9 protein) [Source:UniProtKB/Swiss-Prot;Acc:Q9P2W9]	STX18	STX18	420.163468911938	0.105644959644648	1.24995597059471	0.174091669151087	0.0644729255945481	1.84889534782561
ENSG00000168906		S-adenosylmethionine synthetase isoform type-2 (AdoMet synthetase 2)(EC 2.5.1.6)(Methionine adenosyltransferase 2)(Methionine adenosyltransferase II)(MAT-II) [Source:UniProtKB/Swiss-Prot;Acc:P31153]	MAT2A	MAT2A	3933.90273372835	3.98035156629066E-7	-1.50272144487863	0.108897907946194	6.82668148034796E-8	-5.39567395662908
ENSG00000168958		Mitochondrial fission factor  [Source:UniProtKB/Swiss-Prot;Acc:Q9GZY8]	MFF	MFF	882.111813160029	3.82216302088874E-4	-1.59281049264883	0.174239960831361	1.16056996622627E-4	-3.85430888965087
ENSG00000169020		ATP synthase subunit e, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:P56385]	ATP5I	ATP5I	488.866077482784	0.0725437467251429	-1.19748996776959	0.127768358747652	0.0418469674552888	-2.03503881611913
ENSG00000170315	UBB	Ubiquitin  [Source:UniProtKB/Swiss-Prot;Acc:P62988]	UBB	UBB	4195.61724132533	2.46701719129841E-5	1.71341229099847	0.171432659409272	5.85255150764519E-6	4.53164726807637
ENSG00000170889		40S ribosomal protein S9  [Source:UniProtKB/Swiss-Prot;Acc:P46781]	RPS9	RPS9	3641.43222343248	0.153709271117264	-1.26387501680518	0.2053410096352	0.0999016954327503	-1.64533039289473
ENSG00000173465		Sjoegren syndrome/scleroderma autoantigen 1 (Autoantigen p27) [Source:UniProtKB/Swiss-Prot;Acc:O60232]	SSSCA1	SSSCA1	205.671534129107	0.0114924948327527	1.7744756155835	0.295740014273746	0.00514674009790536	2.79770308187467
ENSG00000173660		Cytochrome b-c1 complex subunit 6, mitochondrial Precursor (Ubiquinol-cytochrome c reductase complex 11 kDa protein)(Cytochrome c1 non-heme 11 kDa protein)(Mitochondrial hinge protein)(Complex III subunit VIII)(Complex III subunit 6) [Source:UniProtKB/Sw	UQCRH	UQCRH	1356.67739015429	6.23350979569944E-7	1.32637288505102	0.0767578012768285	1.10391901521573E-7	5.30872969984373
ENSG00000174231		Pre-mRNA-processing-splicing factor 8 (Splicing factor Prp8)(PRP8 homolog)(220 kDa U5 snRNP-specific protein)(p220) [Source:UniProtKB/Swiss-Prot;Acc:Q6P2Q9]	PRPF8	PRPF8	7281.08263745235	3.70130268396211E-6	1.33554177175747	0.0843506461799382	7.47150861497492E-7	4.94868882189604
ENSG00000175550		Dr1-associated corepressor (Dr1-associated protein 1)(Negative co-factor 2-alpha)(NC2-alpha) [Source:UniProtKB/Swiss-Prot;Acc:Q14919]	DRAP1	DRAP1	1528.45302349329	0.504208935675725	1.17811523500424	0.288395266507318	0.412222942878228	0.819988009120956
ENSG00000176946		THAP domain-containing protein 4  [Source:UniProtKB/Swiss-Prot;Acc:Q8WY91]	THAP4	THAP4	703.06398280055	0.835000811642289	-1.03205698181774	0.160936867747276	0.777284041659083	-0.282860152051727
ENSG00000177700		DNA-directed RNA polymerases I, II, and III subunit RPABC5 (RNA polymerases I, II, and III subunit ABC5)(DNA-directed RNA polymerase III subunit L)(RPB10)(DNA-directed RNA polymerase II 7.6 kDa polypeptide)(RPB7.6) [Source:UniProtKB/Swiss-Prot;Acc:P62875	POLR2L	POLR2L	1830.3624027431	0.622507506808073	1.10521271382028	0.233433274273367	0.536399426748583	0.618266885292029
ENSG00000177963		Synembryn-A (Protein Ric-8A) [Source:UniProtKB/Swiss-Prot;Acc:Q9NPQ8]	RIC8A	RIC8A	1616.36628061332	0.138272494403619	1.36545862049962	0.263472804222377	0.088078068066085	1.70562421416804
ENSG00000178188		SH2B adapter protein 1 (SH2 domain-containing protein 1B)(Pro-rich, PH and SH2 domain-containing signaling mediator)(PSM) [Source:UniProtKB/Swiss-Prot;Acc:Q9NRF2]	SH2B1	SH2B1	422.68254725334	3.74744347444302E-4	-1.99991829048092	0.259094713551144	1.13682056998887E-4	-3.85936495628108
