ID	Ensembl IDs	Names	Model	Score	Best module	Best score
ENSG00000134884	["ENSG00000134884"]	["ARGLU1"]	DataElement[ENSG00000134884] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000135930	["ENSG00000135930"]	["EIF4E2"]	DataElement[ENSG00000135930] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000135940	["ENSG00000135940"]	["COX5B"]	DataElement[ENSG00000135940] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000136521	["ENSG00000136521"]	["NDUFB5"]	DataElement[ENSG00000136521] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000136709	["ENSG00000136709"]	["WDR33"]	DataElement[ENSG00000136709] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000136942	["ENSG00000136942"]	["RPL35"]	DataElement[ENSG00000136942] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000140943	["ENSG00000140943"]	["MBTPS1"]	DataElement[ENSG00000140943] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000142192	["ENSG00000142192"]	["APP"]	DataElement[ENSG00000142192] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000143569	["ENSG00000143569"]	["UBAP2L"]	DataElement[ENSG00000143569] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000143878	["ENSG00000143878"]	["RHOB"]	DataElement[ENSG00000143878] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000144381	["ENSG00000144381"]	["HSPD1"]	DataElement[ENSG00000144381] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000144591	["ENSG00000144591"]	["GMPPA"]	DataElement[ENSG00000144591] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000145425	["ENSG00000145425"]	["RPS3A"]	DataElement[ENSG00000145425] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000145741	["ENSG00000145741"]	["BTF3"]	DataElement[ENSG00000145741] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000146587	["ENSG00000146587"]	["RBAK"]	DataElement[ENSG00000146587] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000146731	["ENSG00000146731"]	["CCT6A"]	DataElement[ENSG00000146731] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000147677	["ENSG00000147677"]	["EIF3H"]	DataElement[ENSG00000147677] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000148291	["ENSG00000148291"]	["SURF2"]	DataElement[ENSG00000148291] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000154945	["ENSG00000154945"]	["ANKRD40"]	DataElement[ENSG00000154945] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000156052	["ENSG00000156052"]	["GNAQ"]	DataElement[ENSG00000156052] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000156639	["ENSG00000156639"]	["ZFAND3"]	DataElement[ENSG00000156639] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000158019	["ENSG00000158019"]	["BABAM2"]	DataElement[ENSG00000158019] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000158545	["ENSG00000158545"]	["ZC3H18"]	DataElement[ENSG00000158545] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000159377	["ENSG00000159377"]	["PSMB4"]	DataElement[ENSG00000159377] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000159658	["ENSG00000159658"]	["EFCAB14"]	DataElement[ENSG00000159658] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000160014	["ENSG00000160014"]	["CALM3"]	DataElement[ENSG00000160014] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000162191	["ENSG00000162191"]	["UBXN1"]	DataElement[ENSG00000162191] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000162734	["ENSG00000162734"]	["PEA15"]	DataElement[ENSG00000162734] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000162736	["ENSG00000162736"]	["NCSTN"]	DataElement[ENSG00000162736] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000163349	["ENSG00000163349"]	["HIPK1"]	DataElement[ENSG00000163349] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000163374	["ENSG00000163374"]	["YY1AP1"]	DataElement[ENSG00000163374] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000163634	["ENSG00000163634"]	["THOC7"]	DataElement[ENSG00000163634] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000163636	["ENSG00000163636"]	["PSMD6"]	DataElement[ENSG00000163636] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000163807	["ENSG00000163807"]	["KIAA1143"]	DataElement[ENSG00000163807] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000163961	["ENSG00000163961"]	["RNF168"]	DataElement[ENSG00000163961] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000164758	["ENSG00000164758"]	["MED30"]	DataElement[ENSG00000164758] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000164985	["ENSG00000164985"]	["PSIP1"]	DataElement[ENSG00000164985] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000165792	["ENSG00000165792"]	["METTL17"]	DataElement[ENSG00000165792] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000167522	["ENSG00000167522"]	["ANKRD11"]	DataElement[ENSG00000167522] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000168653	["ENSG00000168653"]	["NDUFS5"]	DataElement[ENSG00000168653] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000168906	["ENSG00000168906"]	["MAT2A"]	DataElement[ENSG00000168906] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000168958	["ENSG00000168958"]	["MFF"]	DataElement[ENSG00000168958] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000169020	["ENSG00000169020"]	["ATP5I"]	DataElement[ENSG00000169020] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000170315	["ENSG00000170315"]	["UBB"]	DataElement[ENSG00000170315] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000170889	["ENSG00000170889"]	["RPS9"]	DataElement[ENSG00000170889] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000173465	["ENSG00000173465"]	["SSSCA1"]	DataElement[ENSG00000173465] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000173660	["ENSG00000173660"]	["UQCRH"]	DataElement[ENSG00000173660] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000175550	["ENSG00000175550"]	["DRAP1"]	DataElement[ENSG00000175550] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000176946	["ENSG00000176946"]	["THAP4"]	DataElement[ENSG00000176946] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000177700	["ENSG00000177700"]	["POLR2L"]	DataElement[ENSG00000177700] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000178878	["ENSG00000178878"]	["APOLD1"]	DataElement[ENSG00000178878] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000178982	["ENSG00000178982"]	["EIF3K"]	DataElement[ENSG00000178982] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000179010	["ENSG00000179010"]	["MRFAP1"]	DataElement[ENSG00000179010] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000181163	["ENSG00000181163"]	["NPM1"]	DataElement[ENSG00000181163] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000182087	["ENSG00000182087"]	["TMEM259"]	DataElement[ENSG00000182087] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000182512	["ENSG00000182512"]	["GLRX5"]	DataElement[ENSG00000182512] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000184752	["ENSG00000184752"]	["NDUFA12"]	DataElement[ENSG00000184752] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000185164	["ENSG00000185164"]	["NOMO2"]	DataElement[ENSG00000185164] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000185608	["ENSG00000185608"]	["MRPL40"]	DataElement[ENSG00000185608] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000186063	["ENSG00000186063"]	["AIDA"]	DataElement[ENSG00000186063] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000186298	["ENSG00000186298"]	["PPP1CC"]	DataElement[ENSG00000186298] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000187446	["ENSG00000187446"]	["CHP1"]	DataElement[ENSG00000187446] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000188976	["ENSG00000188976"]	["NOC2L"]	DataElement[ENSG00000188976] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000196419	["ENSG00000196419"]	["XRCC6"]	DataElement[ENSG00000196419] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000198189	["ENSG00000198189"]	["HSD17B11"]	DataElement[ENSG00000198189] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000198830	["ENSG00000198830"]	["HMGN2"]	DataElement[ENSG00000198830] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000204525	["ENSG00000204525"]	["HLA-C"]	DataElement[ENSG00000204525] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000205323	["ENSG00000205323"]	["SARNP"]	DataElement[ENSG00000205323] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000213281	["ENSG00000213281"]	["NRAS"]	DataElement[ENSG00000213281] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
ENSG00000214753	["ENSG00000214753"]	["HNRNPUL2"]	DataElement[ENSG00000214753] class=class ru.biosoft.bsa.project.ProjectAsLists	0.0		0.0
