ID	Title	Number of hits	Group size	Expected hits	P-value	Adjusted P-value	Hits	Hit names
CH000000756	OSM pathway	8	32	2.032187907785994	6.22258934565023E-4	0.00396059402946116	["ENSG00000115904","ENSG00000134352","ENSG00000136238","ENSG00000160691","ENSG00000162434","ENSG00000168610","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","IL6ST","JAK1","RAC1","SHC1","SOS1","STAT3"]
CH000000724	EGF ---> ERK	6	19	1.2066115702479339	8.055189594268675E-4	0.005058659065200728	["ENSG00000115904","ENSG00000136238","ENSG00000146648","ENSG00000160691","ENSG00000174775","ENSG00000177885"]	["EGFR","GRB2","HRAS (ENSG00000174775)","RAC1","SHC1","SOS1"]
CH000004681	Nrf2	5	13	0.82557633753806	8.195945817147962E-4	0.005069306221948166	["ENSG00000010810","ENSG00000067606","ENSG00000154229","ENSG00000163932","ENSG00000171132"]	["FYN","PRKCA","PRKCD","PRKCE","PRKCZ"]
CH000000040	insulin ---> PtdIns(3)P	4	8	0.5080469769464985	8.944463601169848E-4	0.005069306221948166	["ENSG00000105647","ENSG00000145675","ENSG00000169047","ENSG00000171105"]	["INSR","IRS1","PIK3R1","PIK3R2"]
CH000000562	fibrinogen ---> Syk	4	8	0.5080469769464985	8.944463601169848E-4	0.005069306221948166	["ENSG00000103653","ENSG00000165025","ENSG00000197122","ENSG00000259207"]	["CSK","ITGB3","SRC","SYK"]
CH000000624	EGF ---/ AKT	4	8	0.5080469769464985	8.944463601169848E-4	0.005069306221948166	["ENSG00000142208","ENSG00000146648","ENSG00000160691","ENSG00000177885"]	["AKT1","EGFR","GRB2","SHC1"]
CH000000723	VEGF-A pathway	12	68	4.318399304045237	9.002794923593781E-4	0.005069306221948166	["ENSG00000105647","ENSG00000112715","ENSG00000115904","ENSG00000124181","ENSG00000136238","ENSG00000142208","ENSG00000145675","ENSG00000150995","ENSG00000160691","ENSG00000163932","ENSG00000177885","ENSG00000198668"]	["AKT1","CALM1","GRB2","ITPR1","PIK3R1","PIK3R2","PLCG1","PRKCD","RAC1","SHC1","SOS1","VEGFA"]
CH000000052	EGF ---> PAK1	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000146648","ENSG00000149269","ENSG00000177885"]	["EGFR","GRB2","PAK1"]
CH000000459	LAP1 ---> FAK1	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000105329","ENSG00000150093","ENSG00000169398"]	["ITGB1","PTK2","TGFB1"]
CH000000543	IL-4 ---/ p85	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000105647","ENSG00000111679","ENSG00000145675"]	["PIK3R1","PIK3R2","PTPN6"]
CH000000548	FAK1 & Src ---> Nck	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000050820","ENSG00000169398","ENSG00000197122"]	["BCAR1","PTK2","SRC"]
CH000000557	vitronectin ---> PAK4	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000082781","ENSG00000109072","ENSG00000138448"]	["ITGAV","ITGB5","VTN"]
CH000000778	Csk, CD45 ---> Lck	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000010610","ENSG00000103653","ENSG00000182866"]	["CD4","CSK","LCK"]
CH000000867	Abl ---> p73alpha	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000097007","ENSG00000100393","ENSG00000127445"]	["ABL1","EP300","PIN1"]
CH000000890	Fas ---/ NuMA	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000064012","ENSG00000138794","ENSG00000164305"]	["CASP3","CASP6","CASP8"]
CH000004610	Sox9 ---Smad3---> COL2A1	3	4	0.25402348847324924	9.578943816420102E-4	0.005069306221948166	["ENSG00000100393","ENSG00000166949","ENSG00000175387"]	["EP300","SMAD2","SMAD3"]
CH000004483	IL-3 ---Ras---> Bcl-2, MBP, CREB1	7	27	1.7146585471944324	0.001090714149234679	0.005467565060634855	["ENSG00000096968","ENSG00000115904","ENSG00000136238","ENSG00000160691","ENSG00000162434","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","JAK1","JAK2","RAC1","SHC1","SOS1"]
CH000004587	WAVE2 ---> Arp2/3 complex	7	27	1.7146585471944324	0.001090714149234679	0.005467565060634855	["ENSG00000061676","ENSG00000075624","ENSG00000136238","ENSG00000136754","ENSG00000143632","ENSG00000158195","ENSG00000175866"]	["ABI1","ACTA1","ACTB","BAIAP2","NCKAP1","RAC1","WASF2"]
CH000000038	insulin ---> ERK	6	20	1.2701174423662462	0.0010911913284494192	0.005467565060634855	["ENSG00000115904","ENSG00000160691","ENSG00000169047","ENSG00000171105","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","INSR","IRS1","SHC1","SOS1"]
CH000000932	PRL ---> Raf-1	6	20	1.2701174423662462	0.0010911913284494192	0.005467565060634855	["ENSG00000096968","ENSG00000115904","ENSG00000136238","ENSG00000160691","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","JAK2","RAC1","SHC1","SOS1"]
CH000004104	BDNF ---trkB--->  MAPK cascade	6	20	1.2701174423662462	0.0010911913284494192	0.005467565060634855	["ENSG00000115904","ENSG00000122194","ENSG00000136238","ENSG00000160691","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","PLG","RAC1","SHC1","SOS1"]
CH000000750	insulin pathway	14	89	5.652022618529796	0.0011162851548468617	0.0055344242940302294	["ENSG00000067606","ENSG00000105647","ENSG00000115904","ENSG00000136238","ENSG00000142208","ENSG00000145675","ENSG00000160691","ENSG00000162434","ENSG00000167193","ENSG00000169047","ENSG00000171105","ENSG00000174775","ENSG00000177885","ENSG00000179295"]	["AKT1","CRK","GRB2","HRAS (ENSG00000174775)","INSR","IRS1","JAK1","PIK3R1","PIK3R2","PRKCZ","PTPN11","RAC1","SHC1","SOS1"]
CH000000596	IFNalpha, IFNbeta ---> PI3K	5	14	0.8890822096563723	0.0012102710661441292	0.005876677032514277	["ENSG00000105397","ENSG00000105647","ENSG00000145675","ENSG00000162434","ENSG00000169047"]	["IRS1","JAK1","PIK3R1","PIK3R2","TYK2"]
CH000000994	EGF ---> actin polymerization	5	14	0.8890822096563723	0.0012102710661441292	0.005876677032514277	["ENSG00000071051","ENSG00000106299","ENSG00000141736","ENSG00000146648","ENSG00000177885"]	["EGFR","ERBB2","GRB2","NCK2","WASL"]
CH000000987	hypoxia pathways	6	21	1.3336233144845584	0.0014486891768243917	0.006892248507922106	["ENSG00000005339","ENSG00000091831","ENSG00000100393","ENSG00000101266","ENSG00000166949","ENSG00000185591"]	["CREBBP","CSNK2A1","EP300","ESR1","SMAD3","SP1"]
CH000004502	leptin --->ERK	6	21	1.3336233144845584	0.0014486891768243917	0.006892248507922106	["ENSG00000096968","ENSG00000115904","ENSG00000136238","ENSG00000174775","ENSG00000177885","ENSG00000179295"]	["GRB2","HRAS (ENSG00000174775)","JAK2","PTPN11","RAC1","SOS1"]
CH000000902	Epo ---> PIP3	4	9	0.5715528490648107	0.0015309007143339802	0.007069159180895144	["ENSG00000096968","ENSG00000105647","ENSG00000141968","ENSG00000145675"]	["JAK2","PIK3R1","PIK3R2","VAV1"]
CH000004208	AKT-1 ---/YAP	4	9	0.5715528490648107	0.0015309007143339802	0.007069159180895144	["ENSG00000108953","ENSG00000142208","ENSG00000164924","ENSG00000170027"]	["AKT1","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000004455	caveolin-1 ---calmodulin1---> eNOS	4	9	0.5715528490648107	0.0015309007143339802	0.007069159180895144	["ENSG00000080824","ENSG00000105974","ENSG00000142208","ENSG00000171132"]	["AKT1","CAV1","HSP90AA1","PRKCE"]
CH000000567	OSM ---> ERK	7	29	1.841670291431057	0.001721370227767279	0.007871508517265908	["ENSG00000115904","ENSG00000134352","ENSG00000136238","ENSG00000160691","ENSG00000162434","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","IL6ST","JAK1","RAC1","SHC1","SOS1"]
CH000004521	TLR2-mediated signaling	11	64	4.064375815571988	0.0018513738327933676	0.008384587261977655	["ENSG00000105647","ENSG00000109320","ENSG00000135218","ENSG00000136238","ENSG00000137462","ENSG00000142208","ENSG00000145675","ENSG00000170315","ENSG00000170458","ENSG00000173039","ENSG00000174130"]	["AKT1","CD14","CD36","NFKB1","PIK3R1","PIK3R2","RAC1","RELA","TLR2","TLR6","UBB"]
CH000004588	beta-glucan ---> AKT-1	6	22	1.3971291866028708	0.0018890683031481338	0.00846315194468969	["ENSG00000105647","ENSG00000136238","ENSG00000141968","ENSG00000142208","ENSG00000145675","ENSG00000165025"]	["AKT1","PIK3R1","PIK3R2","RAC1","SYK","VAV1"]
CH000001016	AR pathway	9	46	2.9212701174423663	0.0019046583994418408	0.00846315194468969	["ENSG00000017427","ENSG00000100393","ENSG00000103275","ENSG00000116478","ENSG00000120899","ENSG00000142208","ENSG00000154229","ENSG00000166949","ENSG00000170315"]	["AKT1","EP300","HDAC1","IGF1","PRKCA","PTK2B","SMAD3","UBB","UBE2I"]
CH000000568	OSM ---> STAT3	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000134352","ENSG00000162434","ENSG00000168610"]	["IL6ST","JAK1","STAT3"]
CH000000626	EGF ---> STAT1alpha, STAT3	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000146648","ENSG00000168610","ENSG00000197122"]	["EGFR","SRC","STAT3"]
CH000000627	EGF ---> PAK1	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000115325","ENSG00000146648","ENSG00000149269"]	["DOK1","EGFR","PAK1"]
CH000000647	PDGF A ---> Crk	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000050820","ENSG00000099942","ENSG00000167193"]	["BCAR1","CRK","CRKL"]
CH000000727	EGF ---> PAK1	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000115325","ENSG00000146648","ENSG00000149269"]	["DOK1","EGFR","PAK1"]
CH000000933	GH ---> Grb-2	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000096968","ENSG00000160691","ENSG00000177885"]	["GRB2","JAK2","SHC1"]
CH000001010	ITCH ---> HEF1	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000111859","ENSG00000166949","ENSG00000170315"]	["NEDD9","SMAD3","UBB"]
CH000003419	DISC ---> c-FLIP-L ---> Caspase-8	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000026103","ENSG00000064012","ENSG00000117560"]	["CASP8","FAS","FASLG"]
CH000003881	Pin1 ---> APP	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000127445","ENSG00000142192","ENSG00000170312"]	["APP","CDK1","PIN1"]
CH000003888	EGF ---> Src	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000141736","ENSG00000146648","ENSG00000197122"]	["EGFR","ERBB2","SRC"]
CH000003941	D1 ---Fyn---> (NR1:NR2B)2	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000010810","ENSG00000132535","ENSG00000176884"]	["DLG4","FYN","GRIN1"]
CH000004419	estradiol ---> E2F1	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000005339","ENSG00000091831","ENSG00000185591"]	["CREBBP","ESR1","SP1"]
CH000004524	TLR2, TLR6	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000135218","ENSG00000137462","ENSG00000174130"]	["CD36","TLR2","TLR6"]
CH000004534	IL-6 ---> SOCS3, FOS	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000134352","ENSG00000162434","ENSG00000168610"]	["IL6ST","JAK1","STAT3"]
CH000004629	TGFbeta1 disposal to ECM	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000049323","ENSG00000105329","ENSG00000166147"]	["FBN1","LTBP1","TGFB1"]
CH000004720	Endothelin-1 gene regulation	3	5	0.31752936059156156	0.0022832008966467265	0.008814652641972199	["ENSG00000100393","ENSG00000141646","ENSG00000166949"]	["EP300","SMAD3","SMAD4"]
CH000000576	AKT, MAPKAPK2 ---/ tuberin	5	16	1.016093953892997	0.0023800793658322597	0.008968139050455955	["ENSG00000105647","ENSG00000142208","ENSG00000145675","ENSG00000164924","ENSG00000169047"]	["AKT1","IRS1","PIK3R1","PIK3R2","YWHAZ"]
CH000004477	IL-3 ---> 14-3-3	5	16	1.016093953892997	0.0023800793658322597	0.008968139050455955	["ENSG00000096968","ENSG00000105647","ENSG00000145675","ENSG00000162434","ENSG00000164924"]	["JAK1","JAK2","PIK3R1","PIK3R2","YWHAZ"]
CH000004615	ANG-1 ---/ FOXO1A	5	16	1.016093953892997	0.0023800793658322597	0.008968139050455955	["ENSG00000108953","ENSG00000142208","ENSG00000145675","ENSG00000164924","ENSG00000170027"]	["AKT1","PIK3R1","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000000652	VEGF-A ---> NO	4	10	0.6350587211831231	0.002426383652890202	0.008998635437096733	["ENSG00000105647","ENSG00000112715","ENSG00000142208","ENSG00000145675"]	["AKT1","PIK3R1","PIK3R2","VEGFA"]
CH000000930	PRL ---IRS---> PI3K	4	10	0.6350587211831231	0.002426383652890202	0.008998635437096733	["ENSG00000096968","ENSG00000105647","ENSG00000145675","ENSG00000169047"]	["IRS1","JAK2","PIK3R1","PIK3R2"]
CH000003912	neurotrophic signaling	14	99	6.287081339712919	0.0031849325378041924	0.011719556447701365	["ENSG00000080815","ENSG00000099942","ENSG00000109320","ENSG00000115904","ENSG00000122194","ENSG00000124181","ENSG00000136238","ENSG00000160691","ENSG00000163932","ENSG00000164305","ENSG00000170315","ENSG00000173039","ENSG00000174775","ENSG00000177885"]	["CASP3","CRKL","GRB2","HRAS (ENSG00000174775)","NFKB1","PLCG1","PLG","PRKCD","PSEN1","RAC1","RELA","SHC1","SOS1","UBB"]
CH000000753	B-cell antigen receptor pathway	11	69	4.381905176163549	0.003445042354126742	0.012557571260849054	["ENSG00000010671","ENSG00000115904","ENSG00000136238","ENSG00000141968","ENSG00000149269","ENSG00000150995","ENSG00000165025","ENSG00000174775","ENSG00000177885","ENSG00000198668","ENSG00000254087"]	["BTK","CALM1","GRB2","HRAS (ENSG00000174775)","ITPR1","LYN","PAK1","RAC1","SOS1","SYK","VAV1"]
CH000004149	Nrf2 pathway	8	41	2.603740756850805	0.003465996314034771	0.012557571260849054	["ENSG00000005339","ENSG00000010810","ENSG00000067606","ENSG00000154229","ENSG00000163932","ENSG00000168036","ENSG00000170315","ENSG00000171132"]	["CREBBP","CTNNB1","FYN","PRKCA","PRKCD","PRKCE","PRKCZ","UBB"]
CH000000050	insulin ---> alphaENaC	4	11	0.6985645933014354	0.003626284962929595	0.01293924407227151	["ENSG00000105647","ENSG00000145675","ENSG00000169047","ENSG00000171105"]	["INSR","IRS1","PIK3R1","PIK3R2"]
CH000000650	VEGF-A ---/ Caspase-9, Bad	4	11	0.6985645933014354	0.003626284962929595	0.01293924407227151	["ENSG00000105647","ENSG00000112715","ENSG00000142208","ENSG00000145675"]	["AKT1","PIK3R1","PIK3R2","VEGFA"]
CH000000585	MHC class II ---> NF-AT	6	25	1.5876468029578077	0.0038256536720661094	0.013198261596579233	["ENSG00000010610","ENSG00000010810","ENSG00000124181","ENSG00000150995","ENSG00000182866","ENSG00000198668"]	["CALM1","CD4","FYN","ITPR1","LCK","PLCG1"]
CH000000136	CH000000136	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000049323","ENSG00000105329"]	["LTBP1","TGFB1"]
CH000000137	CH000000137	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000105329","ENSG00000168056"]	["LTBP3","TGFB1"]
CH000000186	CH000000186	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000165025","ENSG00000254087"]	["LYN","SYK"]
CH000000187	CH000000187	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000010810","ENSG00000254087"]	["FYN","LYN"]
CH000000199	CH000000199	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000010810","ENSG00000165025"]	["FYN","SYK"]
CH000000202	CH000000202	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000010810","ENSG00000165025"]	["FYN","SYK"]
CH000000205	CH000000205	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000137462","ENSG00000170458"]	["CD14","TLR2"]
CH000000908	Caspase-8 ---> Abl	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000064012","ENSG00000097007"]	["ABL1","CASP8"]
CH000003416	Caspase-8 ---> Caspase-3	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000064012","ENSG00000164305"]	["CASP3","CASP8"]
CH000004551	PIAS3 ---/ STAT3	2	2	0.12701174423662462	0.004007115516583504	0.013198261596579233	["ENSG00000131788","ENSG00000168610"]	["PIAS3","STAT3"]
CH000004636	leptin ---PI3K, AKT-1---> AMP	5	18	1.1431056981296215	0.0042092748456525105	0.013404578131965775	["ENSG00000096968","ENSG00000105647","ENSG00000142208","ENSG00000145675","ENSG00000169047"]	["AKT1","IRS1","JAK2","PIK3R1","PIK3R2"]
CH000000542	RANKL ---> SHP-1	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000105647","ENSG00000111679","ENSG00000145675"]	["PIK3R1","PIK3R2","PTPN6"]
CH000000551	Epo ---> H-Ras	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000099942","ENSG00000174775","ENSG00000254087"]	["CRKL","HRAS (ENSG00000174775)","LYN"]
CH000000555	angiotensin II ---> paxillin	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000089159","ENSG00000120899","ENSG00000197122"]	["PTK2B","PXN","SRC"]
CH000000731	EGF ---> PI3K-C2beta	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000141736","ENSG00000146648","ENSG00000177885"]	["EGFR","ERBB2","GRB2"]
CH000000934	GH pathway	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000096968","ENSG00000160691","ENSG00000177885"]	["GRB2","JAK2","SHC1"]
CH000003878	SOCS-1 ---> p50:RelA-p65	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000109320","ENSG00000170315","ENSG00000173039"]	["NFKB1","RELA","UBB"]
CH000003879	EGF ---> PLCgamma	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000124181","ENSG00000141736","ENSG00000146648"]	["EGFR","ERBB2","PLCG1"]
CH000004563	TLR8 ---Btk---> NF-kappaB	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000010671","ENSG00000109320","ENSG00000173039"]	["BTK","NFKB1","RELA"]
CH000004564	TLR9 ---Btk--->NF-kappaB	3	6	0.3810352327098739	0.0043543534059251885	0.013404578131965775	["ENSG00000010671","ENSG00000109320","ENSG00000173039"]	["BTK","NFKB1","RELA"]
CH000004600	mammalian Hippo network	9	52	3.30230535015224	0.004582289783971339	0.014014665508120134	["ENSG00000105329","ENSG00000108953","ENSG00000141646","ENSG00000142208","ENSG00000164924","ENSG00000166949","ENSG00000170027","ENSG00000170315","ENSG00000175387"]	["AKT1","SMAD2","SMAD3","SMAD4","TGFB1","UBB","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000000879	Caspase network	12	82	5.20748151370161	0.004713904521469249	0.01432418728781946	["ENSG00000026103","ENSG00000064012","ENSG00000097007","ENSG00000117560","ENSG00000127824","ENSG00000138794","ENSG00000163932","ENSG00000164305","ENSG00000165806","ENSG00000170315","ENSG00000185104","ENSG00000232810"]	["ABL1","CASP3","CASP6","CASP7","CASP8","FAF1","FAS","FASLG","PRKCD","TNF (ENSG00000232810)","TUBA4A","UBB"]
CH000000774	RANKL ---> AKT	4	12	0.7620704654197478	0.0051737538399461575	0.015230237866341501	["ENSG00000105647","ENSG00000142208","ENSG00000145675","ENSG00000197122"]	["AKT1","PIK3R1","PIK3R2","SRC"]
CH000000871	EGF ---> PLD2	4	12	0.7620704654197478	0.0051737538399461575	0.015230237866341501	["ENSG00000129219","ENSG00000136238","ENSG00000136854","ENSG00000146648"]	["EGFR","PLD2","RAC1","STXBP1"]
CH000000872	Unc18-1 ---/ PLD2	4	12	0.7620704654197478	0.0051737538399461575	0.015230237866341501	["ENSG00000129219","ENSG00000136238","ENSG00000136854","ENSG00000146648"]	["EGFR","PLD2","RAC1","STXBP1"]
CH000004539	AKT-1 ---PRAS40---> mTOR	4	12	0.7620704654197478	0.0051737538399461575	0.015230237866341501	["ENSG00000108953","ENSG00000142208","ENSG00000164924","ENSG00000170027"]	["AKT1","YWHAE (ENSG00000108953)","YWHAG","YWHAZ"]
CH000004593	N-cadherin network	4	12	0.7620704654197478	0.0051737538399461575	0.015230237866341501	["ENSG00000075624","ENSG00000143632","ENSG00000168036","ENSG00000173801"]	["ACTA1","ACTB","CTNNB1","JUP"]
CH000000662	RhoA ---> stress fiber formation	7	35	2.222705524140931	0.005375085558363597	0.0156275635678349	["ENSG00000067900","ENSG00000070087","ENSG00000108518","ENSG00000123143","ENSG00000136238","ENSG00000158195","ENSG00000175866"]	["BAIAP2","PFN1","PFN2","PKN1","RAC1","ROCK1","WASF2"]
CH000000749	RhoA pathway	7	35	2.222705524140931	0.005375085558363597	0.0156275635678349	["ENSG00000067900","ENSG00000070087","ENSG00000108518","ENSG00000123143","ENSG00000136238","ENSG00000158195","ENSG00000175866"]	["BAIAP2","PFN1","PFN2","PKN1","RAC1","ROCK1","WASF2"]
CH000004294	NT-3 ---trkC---> Erk	5	20	1.2701174423662462	0.006869472154335813	0.018807224146630167	["ENSG00000115904","ENSG00000136238","ENSG00000160691","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","RAC1","SHC1","SOS1"]
CH000000937	PRL ---Src,FAK1---> ERK	6	28	1.7781644193127446	0.006947171749458211	0.018807224146630167	["ENSG00000115904","ENSG00000136238","ENSG00000169398","ENSG00000174775","ENSG00000177885","ENSG00000197122"]	["GRB2","HRAS (ENSG00000174775)","PTK2","RAC1","SOS1","SRC"]
CH000000333	CH000000333	4	13	0.82557633753806	0.007108935732490428	0.018807224146630167	["ENSG00000109320","ENSG00000136238","ENSG00000141968","ENSG00000173039"]	["NFKB1","RAC1","RELA","VAV1"]
CH000000632	PDGF A, PDGF B ---> ERK1, ERK2	4	13	0.82557633753806	0.007108935732490428	0.018807224146630167	["ENSG00000115904","ENSG00000160691","ENSG00000174775","ENSG00000177885"]	["GRB2","HRAS (ENSG00000174775)","SHC1","SOS1"]
CH000000763	c-Kit pathway	4	13	0.82557633753806	0.007108935732490428	0.018807224146630167	["ENSG00000100393","ENSG00000105647","ENSG00000131788","ENSG00000145675"]	["EP300","PIAS3","PIK3R1","PIK3R2"]
CH000000846	Htt pathway	4	13	0.82557633753806	0.007108935732490428	0.018807224146630167	["ENSG00000064012","ENSG00000132535","ENSG00000150995","ENSG00000176884"]	["CASP8","DLG4","GRIN1","ITPR1"]
CH000000461	TGFbeta1 ---> Smad1, Smad2, Smad5	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000105329","ENSG00000170365","ENSG00000175387"]	["SMAD1","SMAD2","TGFB1"]
CH000000579	IL-10 ---> STAT1alpha, STAT3	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000105397","ENSG00000162434","ENSG00000168610"]	["JAK1","STAT3","TYK2"]
CH000000584	IL-22 ---> STAT1alpha, STAT3	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000105397","ENSG00000162434","ENSG00000168610"]	["JAK1","STAT3","TYK2"]
CH000000604	Epo ---> IP3, PtsIns(3,4)P	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000096968","ENSG00000160691","ENSG00000177885"]	["GRB2","JAK2","SHC1"]
CH000000761	IL-10 pathway	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000105397","ENSG00000162434","ENSG00000168610"]	["JAK1","STAT3","TYK2"]
CH000000762	IL-22 pathway	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000105397","ENSG00000162434","ENSG00000168610"]	["JAK1","STAT3","TYK2"]
CH000003574	SIRT1 ---/ AR	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000100393","ENSG00000116478","ENSG00000166949"]	["EP300","HDAC1","SMAD3"]
CH000004454	NMDAR ---> nNOS	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000008056","ENSG00000132535","ENSG00000176884"]	["DLG4","GRIN1","SYN1"]
CH000004505	IL-5 ---> STAT5	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000096968","ENSG00000137575","ENSG00000162434"]	["JAK1","JAK2","SDCBP"]
CH000004507	IL-5 ---> Sox4	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000096968","ENSG00000137575","ENSG00000162434"]	["JAK1","JAK2","SDCBP"]
CH000004509	SOCS-1 ---/ IL-5	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000096968","ENSG00000137575","ENSG00000162434"]	["JAK1","JAK2","SDCBP"]
CH000004556	IL-16	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000010610","ENSG00000164305","ENSG00000182866"]	["CASP3","CD4","LCK"]
CH000004649	AT1A ---> STAT1, STAT3	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000096968","ENSG00000168610","ENSG00000179295"]	["JAK2","PTPN11","STAT3"]
CH000004684	p50:RelA-p65 ---> SELE	3	7	0.44454110482818615	0.007267335020566221	0.018807224146630167	["ENSG00000100393","ENSG00000109320","ENSG00000173039"]	["EP300","NFKB1","RELA"]
CH000000743	tuberin pathway	7	37	2.3497172683775553	0.007394756764769245	0.019032406755225762	["ENSG00000105647","ENSG00000136238","ENSG00000142208","ENSG00000145675","ENSG00000162434","ENSG00000164924","ENSG00000169047"]	["AKT1","IRS1","JAK1","PIK3R1","PIK3R2","RAC1","YWHAZ"]
CH000004522	TLR2 ---Rac1--->AKT	5	21	1.3336233144845584	0.008563466834798271	0.021920613473858618	["ENSG00000105647","ENSG00000136238","ENSG00000137462","ENSG00000142208","ENSG00000145675"]	["AKT1","PIK3R1","PIK3R2","RAC1","TLR2"]
CH000000629	TNF-alpha ---> p50:RelA-p65	4	14	0.8890822096563723	0.00946840159901453	0.023848220070245157	["ENSG00000067606","ENSG00000109320","ENSG00000173039","ENSG00000232810"]	["NFKB1","PRKCZ","RELA","TNF (ENSG00000232810)"]
CH000000645	PDGF B ---SHP-2---> Ras; PDGF B ---RasGAP---/ Ras	4	14	0.8890822096563723	0.00946840159901453	0.023848220070245157	["ENSG00000136238","ENSG00000145715","ENSG00000174775","ENSG00000179295"]	["HRAS (ENSG00000174775)","PTPN11","RAC1","RASA1"]
CH000000939	PRL ---PI3K---> AKT	4	14	0.8890822096563723	0.00946840159901453	0.023848220070245157	["ENSG00000010810","ENSG00000105647","ENSG00000142208","ENSG00000145675"]	["AKT1","FYN","PIK3R1","PIK3R2"]
