ID	Gene description	Gene_symbol_1	Site model ID	Yes density per 1000bp	No density per 1000bp	Yes-No ratio	Model cutoff	P-value	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore	Gene symbol ID
ENSG00000115207	general transcription factor IIIC, polypeptide 2, beta 110kDa	GTF3C2	V$GTF3C2_01	0.375	0.18050541516245486	2.0775	0.7485	0.012912561114226484	0.8473995959242963	Q8WUA4	general transcription factor IIIC subunit 2	GTF3C2	2976	9.843134293	16.146159	713	15.727023	1102	17.205838	963	15.500244	877	803.1956688	0.001289727	-1.334916353	0.118745285	4.48769E-4	-3.509607498	9.426039039	12.667938	547	15.087987	613	12.234365	695	15.855557	1038	9.70395677	9.78746121	9.74340817	9.79702575	9.44878184	9.56575503	9.41911538	9.60734137	NM_001035521,NM_001318909,NM_001521	9.719570538	0.04291293	-9.719570538	GTF3C2
ENSG00000115966	activating transcription factor 2	ATF2	V$CREBP1_01	0.625	0.39711191335740076	1.5738636363636362	0.8492	0.028546751333608636	NaN		activating transcription factor 2	ATF2	1386	9.789024185	19.771278	881	8.248698	638	19.243441	1137	13.568748	784	928.7897121	0.666526477	1.099886464	0.250843243	0.583986168	0.547571493	9.926135688	23.925996	1050	17.442669	723	18.12454	1035	17.885413	1205	9.96660721	9.42175653	9.96678103	9.78111071	10.08637401	9.78709493	9.83368418	9.81552073	NM_001256090,NM_001256091,NM_001256092,NM_001256093,NM_001256094,NM_001880,NR_045768,NR_045769,NR_045770,NR_045771,NR_045772,NR_045773,NR_045774	0.533728767	0.256893597	0.533728767	ATF2
ENSG00000116044	nuclear factor (erythroid-derived 2)-like 2	NFE2L2	V$MAF_Q4,V$MAF_Q6_01,V$NFE2L2_01,V$NRF2_03,V$NRF2_Q3,V$NRF2_Q4,V$NRF2_Q4_01,V$NRF2_Q6	1.3541666666666665	0.9942839951865222	5.782278673385269	0.8940625	0.003728016222311806	NaN		erythroid 2 like 2,nuclear factor	NFE2L2	4780	11.09501936	73.274213	2349	16.734661	864	73.256257	3022	52.393565	2131	1924.962281	0.477968052	-1.315738407	0.456852825	0.386204376	-0.866521254	10.69913624	60.691798	1867	53.021783	1532	21.327699	876	53.773332	2529	11.20895201	10.10815133	11.20624637	11.03043092	10.96650735	10.81845912	10.13502093	10.83923879	NM_001145412,NM_001145413,NM_001313900,NM_001313901,NM_001313902,NM_001313903,NM_001313904,NM_006164	0.751402654	0.526858826	-0.751402654	NFE2L2
ENSG00000116809	zinc finger and BTB domain containing 17	ZBTB17	V$MIZ1_01	13.020833333333334	7.984356197352587	1.6307931424265263	0.771	1.0741239085784452E-22	NaN		zinc finger and BTB domain containing 17	ZBTB17	7709	7.967092306	7.663528	238	5.566699	279	6.607929	265	5.210648	205	227.0133295	0.054733635	-1.22668483	0.136031941	0.030244154	-2.16687805	7.671009487	5.613012	169	6.229498	176	6.250545	246	5.622655	258	8.02114045	7.86987418	7.89722453	7.81287589	7.70546597	7.76036154	7.78558574	7.68416989	NM_001242884,NM_001287603,NM_001287604,NM_001324137,NM_001324138,NM_003443	3.368307382	0.087902553	-3.368307382	ZBTB17
ENSG00000118707	TGFB-induced factor homeobox 2	TGIF2	V$TGIF2_01,V$TGIF2_03,V$TGIF2_04,V$TGIF2_05,V$TGIF2_06,V$TGIF2_07	0.7222222222222222	0.44524669073405526	2.40526589419195	0.8858833333333332	0.017170223497131046	NaN		TGFB induced factor homeobox 2	TGIF2	60436	7.683842085	5.794081	223	2.745487	171	5.671288	282	2.635974	129	363.9110344	8.49E-7	2.542454113	0.256488115	1.53E-7	5.248671015	9.028462277	11.88777	443	12.908523	440	11.805452	580	12.957362	723	8.19895473	7.7429686	8.18239277	7.71519122	8.75102281	8.76993066	8.7457057	8.78828155	NM_001199513,NM_001199514,NM_001199515,NM_021809	5.039273784	0.266828168	5.039273784	TGIF2
ENSG00000119547	one cut homeobox 2	ONECUT2	V$E2F3ONECUT2_01,V$HOXB13ONECUT2_01,V$ONECUT2_01,V$ONECUT2_05,V$ONECUT2_06	0.3875	0.23826714801444043	3.1767063492063494	0.8492600000000001	0.04382174958217735	NaN		one cut homeobox 2	ONECUT2	9480	2.32892446	0.0108	2	0.033499	10	0.021119	5	0.017203	4	39.68560368	3.07E-20	14.19542027	0.401018405	1.37E-21	9.544084794	6.216200701	0.30041	53	0.437636	72	0.38778	89	0.361037	96	3.80840422	4.11445697	3.91311626	3.91223783	5.37400718	5.66427826	5.5894608	5.50674549	NM_004852	30.35100011	0.128077369	30.35100011	ONECUT2
ENSG00000120798	nuclear receptor subfamily 2, group C, member 1	NR2C1	V$TR2_01,V$TR2_02,V$TR2_04,V$TR2_05	0.21875	0.10679903730445246	2.740924219150026	0.9646000000000001	0.04865819535142256	NaN		nuclear receptor subfamily 2 group C member 1	NR2C1	7181	8.285494235	6.51382	293	4.46121	322	6.047531	347	4.674928	266	324.4371593	0.506089502	1.081109813	0.1377741	0.414129087	0.816648926	8.395981412	6.956513	304	6.458871	262	7.23869	417	7.237198	422	8.41369344	8.21104779	8.34164733	8.25032958	8.41138847	8.31025445	8.44559819	8.3097798	NM_001032287,NM_001127362,NM_003297	1.211041821	0.091233164	1.211041821	NR2C1
ENSG00000121417	zinc finger protein 211	ZNF211	V$ZNF211_01,V$ZNF211_02	1.1875	0.7851985559566788	1.5973597606581897	0.7525999999999999	0.005676433629579265	NaN		zinc finger protein 211	ZNF211	10520	7.260858873	3.924589	170	1.813755	131	3.259231	184	1.942121	112	139.8206315	0.317393321	-1.212967117	0.234458632	0.234827386	-1.18801529	6.980399088	2.775448	114	2.608995	108	2.512009	144	2.443117	157	7.43894807	6.94768033	7.28966954	7.01232154	7.07388275	7.05310293	7.04020097	6.97171928	NM_001265597,NM_001265598,NM_001265599,NM_001265600,NM_001322306,NM_006385,NM_198855,NR_049752,NR_049753,NR_049754	1.210935623	0.231605859	-1.210935623	ZNF211
ENSG00000122034	general transcription factor IIIA	GTF3A	V$TFIIIA_04,V$TFIIIA_05	2.1666666666666665	1.6095066185318894	2.390305397727273	0.7555000000000001	0.011106532039855644	NaN		general transcription factor IIIA	GTF3A	2971	10.10795077	36.242001	568	69.956696	1773	38.17152	772	67.933517	1349	1293.701999	0.234945828	1.344365183	0.307112499	0.164490604	1.390126051	10.53512266	79.65976	1209	91.332832	1303	76.044876	1519	95.413513	2201	9.80314419	10.45949017	9.84227699	10.42962933	10.38657378	10.47659851	10.34537853	10.51848599	NM_002097	1.187952241	0.359586754	1.187952241	GTF3A
ENSG00000122386	zinc finger protein 205	ZNF205	V$ZNF210_02	0.7916666666666666	0.49338146811071	1.6045731707317072	0.799	0.012232731557037363	NaN		zinc finger protein 205	ZNF205	7755	7.385525474	6.248803	161	3.569432	149	8.930335	258	2.904895	95	136.6304985	0.070703018	-1.579128823	0.321889291	0.040590571	-2.047688097	6.728601518	4.929209	108	3.468899	82	4.870334	140	2.721666	104	7.35846371	7.01181354	7.54996386	6.84753433	6.99421322	6.80331642	6.98110233	6.62624021	NM_001042428,NM_001278158,NM_003456	2.053649475	0.319881247	-2.053649475	ZNF205
ENSG00000124216	snail homolog 1 (Drosophila)	SNAI1	V$SNA_01,V$SNA_02,V$SNA_04,V$SNA_05,V$SNA_Q4	3.5291666666666663	3.004813477737666	3.0387169882967937	0.84522	0.029312528291566775	NaN		snail family transcriptional repressor 1	SNAI1	6615	4.625486381	0.101029	2	1.784798	55	0.076636	2	1.758219	43	24.90475624	0.985209794	1.016105673	0.892388574	0.979392889	0.025830056	4.651098717	1.25347	24	0.929861	17	1.161448	29	1.257406	36	3.62565224	4.96624096	3.55789237	4.95589027	4.57236446	4.37059965	4.51695118	4.54677495	NM_005985	0.032377359	0.79105698	0.032377359	SNAI1
ENSG00000126351	thyroid hormone receptor, alpha	THRA	V$T3R_Q6,V$THRA_01	7.34375	6.5403128760529485	5.172484838016275	0.8311	0.004473417967119456	NaN		alpha,thyroid hormone receptor	THRA	7067	9.277964973	28.357619	778	9.872566	447	23.954554	840	9.638762	338	493.41957	0.048214542	-1.695442033	0.342647255	0.02622434	-2.222873371	8.515887649	13.087954	349	11.018181	272	13.464448	474	10.416831	425	9.48444123	8.69891274	9.31942427	8.66653224	8.7418048	8.56372533	8.76668154	8.53876706	NM_001190918,NM_001190919,NM_003250,NM_199334	1.810704947	0.420873277	-1.810704947	THRA
ENSG00000126767	ELK1, member of ETS oncogene family	ELK1	V$ELK1ETV7_01,V$ELK1SPDEF_01,V$ETS_Q4,V$FOXO1ELK1_02,V$GCM2ELK1_01	6.883333333333335	6.072202166064981	1.7945863321939257	0.77912	0.029729644474660904	NaN		ELK1,ETS transcription factor	ELK1	2002	9.704206347	25.792775	771	23.346986	1201	24.126201	860	14.374443	515	1016.916616	0.141734643	1.438082112	0.309772339	0.090639046	1.692036334	10.22840769	24.896904	675	51.230278	1327	27.374509	1005	50.05839	2078	9.89093696	9.97883636	9.77128973	9.50322183	9.74989501	10.34831963	9.84899861	10.32385729	NM_001114123,NM_001257168,NM_005229	2.534044938	0.206863476	2.534044938	ELK1
ENSG00000126778	SIX homeobox 1	SIX1	V$SIX1_06,V$SIX1_07,V$SIX1_08,V$SIX1_Q3	0.9635416666666665	0.664861612515042	1.5016593617174345	0.908275	0.034021676364732634	NaN		SIX homeobox 1	SIX1	6495	5.711098511	1.432778	43	1.01024	49	1.729343	67	1.249461	48	239.7692921	3.01E-67	8.167060243	0.171976525	1.8E-69	17.61761884	8.738609036	13.077305	380	12.679458	347	13.647031	522	11.947089	528	6.55456454	6.42684197	6.66520166	6.5581189	8.25265858	8.19254388	8.29375204	8.14019793	NM_005982	31.05044382	0.097502971	31.05044382	SIX1
ENSG00000129351	interleukin enhancer binding factor 3, 90kDa	ILF3	V$NF90_01,V$NFAT_Q4_01	10.093749999999998	8.75150421179302	2.8832322493691214	0.9095500000000001	0.024598527675762448	2125.2882793521935	Q12906	interleukin enhancer binding factor 3	ILF3	3609	11.88507213	56.028996	2940	62.650784	5131	45.611194	3123	59.799732	3862	5018.921978	0.003823887	1.653839911	0.228612251	0.001498914	3.174893681	12.61090509	92.482209	4405	136.335562	6426	82.237915	5445	135.086505	10000	11.98607702	12.16207133	11.84044356	12.12494204	12.28689834	12.63997234	12.23223285	12.60970997	NM_001137673,NM_004516,NM_012218,NM_017620,NM_153464	4.957552872	0.146409525	4.957552872	ILF3
ENSG00000129514	forkhead box A1	FOXA1	V$FOXA1_02,V$FOXA1_11,V$FOXA1_13,V$HNF3A_01,V$HNF3A_02	0.4958333333333334	0.28640192539109505	1.9447083152775775	0.87524	0.02821662518512616	NaN		forkhead box A1	FOXA1	3169	4.560527996	0.563003	22	0.362333	23	0.721234	36	0.261757	13	15.00833085	4.46331E-4	-3.809893446	0.506146375	1.37494E-4	-3.812633548	2.682510332	0.145547	6	0.22496	8	0.130136	7	0.070635	4	4.13576502	3.95228549	4.30896041	3.75935143	3.44585569	3.56963393	3.39354999	3.18692643	NM_004496	7.936904904	0.236618391	-7.936904904	FOXA1
ENSG00000130522	jun D proto-oncogene	JUND	V$AP1_01,V$AP1_Q4_01,V$AP1_Q6_01,V$JUNDFOS_01,V$JUNDFRA1_01,V$JUNDFRA2_01,V$JUND_02,V$JUND_04,V$JUND_05,V$JUND_06,V$JUND_08,V$JUND_10	1.2552083333333333	0.9265944645006017	2.5091192278917034	0.8780749999999999	0.02082107954170623	321.681039178161	P17535	AP-1 transcription factor subunit,JunD proto-oncogene	JUND	3727	9.537093417	31.146419	683	34.741521	1232	7.646163	217	28.948813	805	825.4493489	0.620225651	1.222188981	0.465426629	0.533981405	0.621939874	9.826489798	42.150007	895	28.174146	563	50.58465	1413	28.076715	906	9.64295764	9.86311272	8.59993289	9.69874646	9.84515097	9.46971391	10.00873968	9.46842904	NM_001286968,NM_005354	0.50317048	0.575145785	0.50317048	JUND
ENSG00000130684	zinc finger protein 337	ZNF337	V$ZN337_01,V$ZN337_02,V$ZN337_03	0.798611111111111	0.5214600882470919	2.206786480686695	0.8319666666666667	0.022370765761123942	NaN		zinc finger protein 337	ZNF337	26152	8.553075633	7.154482	351	4.821554	382	6.463853	430	5.079141	316	264.6041989	3.75E-16	-2.446925515	0.152242295	2.26E-17	-8.479707859	7.263058555	2.849407	143	2.603111	123	2.813897	185	2.448249	186	8.41122849	8.18543177	8.36496324	8.2286106	7.62559739	7.53372104	7.61073293	7.48487053	NM_001290261,NM_015655	11.97914616	0.107688567	-11.97914616	ZNF337
ENSG00000130726	tripartite motif containing 28	TRIM28	V$RNF96_01	0.5208333333333334	0.29482551143200963	1.7665816326530612	0.9752	0.016642239977500112	1263.9667871823501	Q13263,Q13263-2	tripartite motif containing 28	TRIM28	10155	11.49801608	77.193031	2547	60.986794	3257	73.212822	3120	60.254196	2521	3314.901928	0.139177808	1.29225146	0.217363692	0.088812452	1.701695569	11.86784806	79.369835	2537	130.82634	3934	73.802826	3106	126.435562	6146	11.62046295	11.54183438	11.57646353	11.52788148	11.58364197	11.99235009	11.52211843	11.96425845	NM_005762	8.960127792	0.041275302	8.960127792	TRIM28
ENSG00000130818	zinc finger protein 426	ZNF426	V$ZNF426_06	0.14583333333333334	0.030084235860409144	4.8475	0.8497	0.0076209161573313	NaN		zinc finger protein 426	ZNF426	79088	7.634792983	2.415829	193	1.421142	187	2.685221	272	1.290718	133	271.3409204	0.001021867	1.732160785	0.221519873	3.46384E-4	3.577886001	8.425989315	3.795828	298	3.550966	258	4.216779	433	3.901345	457	7.93477915	7.64483384	8.00680631	7.57120379	8.26704567	8.16667123	8.35338878	8.24870501	NM_001300883,NM_001318055,NM_001318056,NM_024106	3.703633493	0.213627059	3.703633493	ZNF426
ENSG00000130856	zinc finger protein 236	ZNF236	V$ZNF236_01,V$ZNF236_04,V$ZNF236_05	0.701388888888889	0.39711191335740065	1.794398849607183	0.7381333333333334	0.023515943975701472	NaN		zinc finger protein 236	ZNF236	7776	8.109302321	3.132908	284	1.738039	255	2.87036	336	1.801859	207	228.0962882	0.015222477	-1.532944648	0.228680156	0.007037701	-2.695055034	7.492203502	1.866698	164	1.6488	137	2.147318	249	1.472656	197	8.15835593	7.78349079	8.08553188	7.8087942	7.66975633	7.55332324	7.78348461	7.46895219	NM_001306089,NM_007345	3.235686413	0.19071651	-3.235686413	ZNF236
ENSG00000131115	zinc finger protein 227	ZNF227	V$ZNF227_02,V$ZNF227_03	0.40625	0.19855595667870035	3.9232358870967743	0.8835	0.005257286603023992	NaN		zinc finger protein 227	ZNF227	7770	8.095408877	8.381584	286	4.902843	271	9.063748	395	3.041664	132	226.8408443	0.100005155	-1.519138292	0.321426351	0.060545411	-1.876800724	7.493290598	5.6444	188	4.406037	138	5.04629	220	3.886298	193	8.15863184	7.8192288	8.22013364	7.43733227	7.76429014	7.53900889	7.66738554	7.42907733	NM_001289166,NM_001289167,NM_001289168,NM_001289169,NM_001289170,NM_001289171,NM_001289172,NM_001289173,NM_182490	1.670726777	0.360393026	-1.670726777	ZNF227
ENSG00000131196	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 1	NFATC1	V$NFATC1_02,V$NFATC1_03,V$NFATC1_05,V$NFATC1_07,V$NFAT_Q4_01	3.058333333333333	2.7232250300842358	2.7682669562653546	0.81738	0.034862419797276056	NaN		nuclear factor of activated T-cells 1	NFATC1	4772	6.628094722	1.977773	101	1.138329	104	1.816175	125	0.886495	61	80.72295535	0.049103514	-1.585337881	0.300106484	0.026747604	-2.215181572	5.966533513	1.189116	60	1.028973	49	1.338503	91	0.730622	56	6.64175122	6.38930975	6.6081597	6.16395096	6.19646332	6.06984878	6.30312819	5.83284485	NM_001278669,NM_001278670,NM_001278672,NM_001278673,NM_001278675,NM_006162,NM_172387,NM_172388,NM_172389,NM_172390	2.985706919	0.221576071	-2.985706919	NFATC1
ENSG00000131931	THAP domain containing, apoptosis associated protein 1	THAP1	V$THAP1_03	2.2291666666666665	1.3537906137184115	1.646611111111111	0.9564	2.4753385123858905E-5	NaN		THAP domain containing 1	THAP1	55145	7.997915254	9.550992	229	7.369322	285	9.709541	300	6.655756	200	245.5723277	0.577064962	-1.083503588	0.167091185	0.488648614	-0.692459814	7.879670956	8.05784	188	9.185889	201	7.572841	230	10.65811	378	8.0367686	7.9363388	8.04968171	7.84269265	7.84144639	7.91845505	7.78207656	8.04744497	NM_018105,NM_199003	1.221878835	0.096772523	-1.221878835	THAP1
ENSG00000132005	regulatory factor X, 1 (influences HLA class II expression)	RFX1	V$RFX1_07,V$RFX1_08,V$RFX_Q6	0.8402777777777777	0.5816285599679102	2.313925226098191	0.8382999999999999	0.015025940287464621	9.122738547185486	P22670	regulatory factor X1	RFX1	5989	7.267667952	2.805459	137	1.828257	145	3.784148	239	1.502381	93	173.0164015	0.401508049	1.244691914	0.31243233	0.312139604	1.01074268	7.584501729	4.316154	205	2.773315	124	4.236776	264	2.774737	200	7.37892169	7.15599639	7.63101715	7.0048945	7.68393315	7.2896987	7.66476504	7.28986796	NM_002918	1.161016289	0.272893481	1.161016289	RFX1
ENSG00000132170	peroxisome proliferator-activated receptor gamma	PPARG	V$PPARDR1_Q2,V$PPARGRXRA_02,V$PPARG_01,V$PPARG_03,V$PPARG_07,V$PPARG_09	3.475694444444444	2.6534296028880866	2.017788883233742	0.7750333333333334	0.022477826702230908	NaN		peroxisome proliferator activated receptor gamma	PPARG	5468	7.320525801	8.009875	170	3.658054	125	9.19078	230	3.702072	101	736.509161	5.31E-28	8.22478284	0.269339168	1.52E-29	11.286801	10.35884212	58.835165	1171	56.496552	1043	62.765041	1620	53.672032	1639	8.27797495	7.86790952	8.30967782	7.88565922	9.87985393	9.79470025	9.92778562	9.7711536	NM_001330615,NM_005037,NM_015869,NM_138711,NM_138712	12.59479967	0.24123578	12.59479967	PPARG
ENSG00000133111	regulatory factor X-associated protein	RFXAP	V$RFX_Q6	0.3125	0.1444043321299639	2.1640625	0.9806	0.017367349219077927	NaN		regulatory factor X associated protein	RFXAP	5994	6.120933102	1.97352	63	1.320551	68	1.994858	82	1.507007	61	62.32439643	0.167438075	-1.263579139	0.211534116	0.110586378	-1.595563073	5.78274307	1.684211	52	1.62313	47	1.260747	51	1.687281	79	6.10697842	5.9090906	6.11464926	6.00643391	5.93236547	5.8792154	5.72425556	5.90916376	NM_000538	3.488654481	0.096939962	-3.488654481	RFXAP
ENSG00000134138	Meis homeobox 2	MEIS2	V$MEIS2_01,V$MEIS2_05,V$MEIS2_06,V$MEIS2_09,V$MEIS2_10,V$MEIS2_11,V$MEIS2_12	0.7946428571428571	0.48220732336255806	2.6001274604207394	0.8339571428571428	0.010566439526252896	NaN		Meis homeobox 2	MEIS2	4212	7.863399745	5.880761	220	3.847659	231	6.520051	312	3.364466	159	176.943428	0.003919633	-1.920545568	0.297305118	0.001541078	-3.166834805	6.919028094	1.820427	68	3.595616	123	2.312468	110	4.110952	217	7.77461704	7.52437224	7.85952368	7.4124593	6.82181949	7.27649654	6.96155566	7.3487774	NM_001220482,NM_002399,NM_170674,NM_170675,NM_170676,NM_170677,NM_172315,NM_172316,NR_051953	4.511921424	0.209305873	-4.511921424	MEIS2
ENSG00000135457	transcription factor CP2	TFCP2	V$CP2_01,V$CP2_02,V$CP2_Q4,V$CP2_Q6,V$LBP1_Q6,V$TFCP2_04,V$TFCP2_05,V$TFCP2_06,V$TFCP2_07	3.2337962962962963	2.8172215536836474	1.6884189079443734	0.8439000000000001	0.02782400586150922	7.72639295610869	Q12800	transcription factor CP2	TFCP2	7024	9.230376819	11.034233	455	10.476422	700	11.906854	637	11.346267	596	512.6270135	4.17E-5	-1.414773195	0.113529769	1.04E-5	-4.409158873	8.729979824	8.491722	341	10.103773	382	8.510895	448	9.926322	607	9.05355255	9.13207971	9.12342263	9.19962939	8.78318906	8.89707377	8.7806237	8.88537867	NM_001173452,NM_001173453,NM_005653	8.375684783	0.05974401	-8.375684783	TFCP2
ENSG00000141448	GATA binding protein 6	GATA6	V$GATA6_12,V$GATA6_13	0.20833333333333331	0.09626955475330926	4.385833333333332	0.87245	0.031682120389398195	NaN		GATA binding protein 6	GATA6	2627	6.208916653	1.254776	53	1.373885	94	1.287946	71	1.425302	77	172.5306474	2.93E-26	3.650824854	0.171069827	9.17E-28	10.92081808	8.082621802	5.999232	245	6.043581	232	6.101191	328	5.049649	314	6.59403815	6.74823533	6.61484393	6.77839913	7.77146205	7.7471204	7.78710376	7.59271955	NM_005257	20.16057593	0.092939069	20.16057593	GATA6
ENSG00000141956	PR domain containing 15	PRDM15	V$PRDM15_02,V$PRDM15_03,V$PRDM15_04	0.3819444444444444	0.20657841957480946	1.9257484567901235	0.7845666666666666	0.031060866695255384	NaN		PR/SET domain 15	PRDM15	63977	6.550629373	0.845229	64	1.284032	156	0.566852	55	1.064963	102	103.3810158	0.517504584	1.205465274	0.338491986	0.425773703	0.796444533	6.820429959	0.984737	72	1.606442	110	1.172744	113	1.669707	185	6.4489762	6.88336423	6.16442932	6.73062218	6.50680174	6.86402749	6.64080734	6.90125914	NM_001040424,NM_001282934,NM_022115,NR_104257,NR_104258,NR_104260,NR_135464	0.849737092	0.317510661	0.849737092	PRDM15
ENSG00000143190	POU class 2 homeobox 1	POU2F1	V$OCT_C,V$POU2F1EOMES_01,V$POU2F1SOX15_01,V$POU2F1SOX2_01,V$POU2F1TBX21_01	0.3666666666666667	0.19374247894103488	2.7569378131447104	0.8439	0.02056784696413018	7.57610634811021	P14859-2	POU class 2 homeobox 1	POU2F1	5451	8.825329948	2.369746	371	2.408147	610	2.243644	454	1.908745	379	401.5854104	0.006311076	-1.299632876	0.125743508	0.002638852	-3.006947631	8.449372027	1.883446	286	2.167411	310	2.016045	403	1.984904	458	8.73775569	8.87336542	8.69276494	8.67121369	8.48891925	8.57705501	8.54302031	8.5059441	NM_001198783,NM_001198786,NM_002697,NR_037163	4.143592816	0.090732352	-4.143592816	POU2F1
ENSG00000143390	regulatory factor X, 5 (influences HLA class II expression)	RFX5	V$CUX1RFX5_01,V$ETV2RFX5_02,V$RFX5_10,V$RFX5_12,V$RFX_Q6	0.3666666666666666	0.19494584837545129	2.1555436507936507	0.8150999999999999	0.032999022626169425	NaN		regulatory factor X5	RFX5	5993	8.676331021	9.25285	373	6.275267	410	9.560005	499	6.49907	333	477.0038478	0.018934616	1.332634606	0.158629854	0.009011375	2.611622291	9.089852069	11.364361	445	13.474076	496	10.452969	538	13.511662	802	8.84302147	8.64322674	8.87321652	8.66851446	8.95873351	9.0767494	8.88565874	9.08002208	NM_000449,NM_001025603	3.508280401	0.117870011	3.508280401	RFX5
ENSG00000143621	interleukin enhancer binding factor 2	ILF2	V$NFAT_Q4_01	0.08333333333333333	0.018050541516245487	4.616666666666666	0.997	0.049088068318956096	4416.129531490001	Q12905	interleukin enhancer binding factor 2	ILF2	3608	11.45707972	101.969429	2146	91.402588	3113	69.024445	1876	144.170715	3847	2984.29626	0.678469454	1.122976882	0.316599892	0.597140983	0.528516378	11.62442055	104.686489	2143	197.054951	3787	106.223645	2852	134.332443	4173	11.40532996	11.43262739	11.10197461	11.82250014	11.37143141	11.88538822	11.37961105	11.55460268	NM_001267809,NM_004515	0.566446814	0.295421964	0.566446814	ILF2
ENSG00000147124	zinc finger protein 41	ZNF41	V$ZNF41_01,V$ZNF41_03,V$ZNF41_04,V$ZNF41_05	3.046875	2.605294825511432	1.5241195025584087	0.7289249999999999	0.034294518351615594	NaN		zinc finger protein 41	ZNF41	7592	8.721918006	5.488378	323	5.466133	507	6.119871	444	5.665267	407	402.3643483	0.475741208	-1.104939319	0.165435492	0.384174021	-0.870231287	8.579274893	7.074698	375	5.397014	278	6.901929	507	5.018119	424	8.62368637	8.71789267	8.67678185	8.73461809	8.71614434	8.49072249	8.73822301	8.44597676	NM_001324139,NM_001324140,NM_001324141,NM_001324142,NM_001324143,NM_001324144,NM_001324145,NM_001324147,NM_001324148,NM_001324149,NM_001324150,NM_001324151,NM_001324152,NM_001324153,NM_001324154,NM_001324155,NM_001324156,NM_001324157,NM_007130,NM_153380	2.886017112	0.049425595	-2.886017112	ZNF41
ENSG00000147862	nuclear factor I/B	NFIB	V$MYOGNF1_01,V$NF1B_01,V$NF1B_Q6,V$NF1B_Q6_01,V$NF1FAMILY_Q4,V$NF1_Q6_02	5.3368055555555545	4.621941436020859	2.18835641488482	0.8902666666666668	0.029043423766286828	NaN		nuclear factor I B	NFIB	4781	10.00428165	9.695013	895	7.475752	1103	10.181576	1201	7.477191	868	730.6067299	1.62E-28	-2.366902983	0.109093521	4.48E-30	-11.39389916	8.762115919	4.397835	391	4.15341	359	4.336	497	4.29719	559	9.81637077	9.69905927	9.85227541	9.69872462	9.0784707	9.03374786	9.05002318	9.00658186	NM_001190737,NM_001190738,NM_001282787,NM_005596	15.6142413	0.079553384	-15.6142413	NFIB
ENSG00000148737	transcription factor 7-like 2 (T-cell specific, HMG-box)	TCF7L2	V$TCF4_01,V$TCF4_06,V$TCF4_07,V$TCF4_Q5,V$TCF4_Q5_01,V$TCF4_Q5_02,V$TCF7L2_06,V$TCF7L2_07	1.640625	1.2936221419975933	2.109986843075038	0.8921874999999999	0.03743922988293615	NaN		transcription factor 7 like 2	TCF7L2	6934	9.398795899	14.47314	639	9.34211	664	14.607718	833	9.318261	525	667.7935946	0.927398635	-1.02206388	0.235616818	0.893695519	-0.133629546	9.367551834	16.747757	716	11.194339	450	15.621597	882	10.207383	666	9.49973486	9.24454137	9.50868294	9.24834715	9.56469269	9.19421432	9.50580412	9.1251201	NM_001146274,NM_001146283,NM_001146284,NM_001146285,NM_001146286,NM_001198525,NM_001198526,NM_001198527,NM_001198528,NM_001198529,NM_001198530,NM_001198531,NM_001349870,NM_001349871,NM_030756	0.209870002	0.14887342	-0.209870002	TCF7L2
ENSG00000149050	zinc finger protein 214	ZNF214	V$ZNF214_02,V$ZNF214_04,V$ZNF214_05	0.3194444444444444	0.13838748495788208	2.4585630605027156	0.7937	0.012201000582744106	NaN		zinc finger protein 214	ZNF214	7761	5.491657893	1.721822	52	0.579995	28	1.814653	70	0.641914	25	30.92360141	0.004297067	-2.637095434	0.44599735	0.001708741	-3.136677339	4.074958446	0.430011	13	0.393494	11	0.514749	20	0.642503	29	5.38683928	4.69570223	5.42647703	4.77650124	4.43631458	4.37014798	4.51159927	4.62427325	NM_013249	3.642973455	0.388885471	-3.642973455	ZNF214
