ID	Ensembl ID	Average Intensity	UniProt ID	Gene symbol ID	Gene symbol ID_1	MDA_MB-231_MCF10A.baseMean	MDA_MB-231_MCF10A.bh.pval	MDA_MB-231_MCF10A.fc	MDA_MB-231_MCF10A.lfcSE	MDA_MB-231_MCF10A.raw.pval	MDA_MB-231_MCF10A.stat
MO000103042	ENSG00000109320	37.44628244619395	P19838	NFKB1	NFKB1	803.43007017609	0.191675813590783	-1.09227048454242	0.0839346722024251	0.129262879711728	-1.51701506817061
MO000103118	ENSG00000171150	NaN		SOCS5	SOCS5	645.73225370316	2.34407431518218E-13	-1.95972712512432	0.126688702193675	1.83465792212154E-14	-7.66171543982251
MO000103238	ENSG00000135605	NaN		TEC	TEC	53.9402887646969	5.52072648042522E-5	2.31956219602993	0.279539339883117	1.40978486812963E-5	4.34233167752585
MO000103679	ENSG00000105325	NaN		FZR1	FZR1	530.841924558971	0.0832357709506807	-1.17569802183596	0.118624260345507	0.0490050180408945	-1.96854800778058
MO000109695	ENSG00000088325	76.33775254705671	Q9ULW0	TPX2	TPX2	3737.82574532443	9.9790962888364E-9	4.10385569262502	0.335973538042968	1.33673851542082E-9	6.0629179696325
MO000110322	ENSG00000164104	4493.591932139545	P26583	HMGB2	HMGB2	1378.50529199658	5.12259959388201E-4	2.35780120698245	0.327775867678869	1.5983505814986E-4	3.77526904109738
MO000115894	ENSG00000196504	120.04675100655771	O75400,O75400-3	PRPF40A	PRPF40A	2915.54650022968	0.390579750998758	1.15846914559578	0.205581548768683	0.301936641180829	1.0322892378879
MO000115895	ENSG00000196504	120.04675100655771	O75400,O75400-3	PRPF40A	PRPF40A	2915.54650022968	0.390579750998758	1.15846914559578	0.205581548768683	0.301936641180829	1.0322892378879
MO000117602	ENSG00000116017	NaN		ARID3A	ARID3A	146.030527861295	4.10188457070057E-30	-3.6990940347019	0.161076894936301	1.05576632414632E-31	-11.7159694221673
MO000117786	ENSG00000145386	15.26482101015249	P20248	CCNA2	CCNA2	1566.37048184588	3.53726664832162E-6	4.7942773177543	0.456089054510373	7.12034168707072E-7	4.95805224782499
MO000129600	ENSG00000163235	NaN		TGFA	TGFA	576.419339327846	3.21330396057167E-95	24.4348958047223	0.219617303636577	7.28227526475166E-98	20.9950262169471
MO000130501	ENSG00000161057	1924.454959588378	P35998	PSMC2	PSMC2	1610.05867372666	0.0981906443005599	1.47047101994504	0.294887887168635	0.0592402316969951	1.88640624476142
MO000133058	ENSG00000077312	333.2695982603265	P09012	SNRPA	SNRPA	1079.40572942295	2.21395783720785E-7	1.88598055718932	0.166204412288275	3.64662419969079E-8	5.50716308046945
MO000134727	ENSG00000177479	11.177140355448643	O95376	ARIH2	ARIH2	1199.42094552759	7.84677584117894E-7	1.34168786333822	0.0805622922207471	1.41248316234577E-7	5.26361730074481
MO000139410	ENSG00000085365	276.30135066242417	O15126	SCAMP1	SCAMP1	997.55154281088	0.701089233576328	1.08008835338993	0.225291133960182	0.621759185131188	0.493358662656463
MO000144912	ENSG00000125743	3720.0851786865196	P62316	SNRPD2	SNRPD2	1955.99125049278	8.9539202177485E-6	1.64714969097017	0.151295062785763	1.9481917461274E-6	4.75872548743211
MO000144913	ENSG00000125743	3720.0851786865196	P62316	SNRPD2	SNRPD2	1955.99125049278	8.9539202177485E-6	1.64714969097017	0.151295062785763	1.9481917461274E-6	4.75872548743211
MO000155590	ENSG00000175216	188.68154226561984	Q14008-2	CKAP5	CKAP5	4097.97853588274	2.70796720256865E-6	2.15840368278339	0.221396637957629	5.34579684910153E-7	5.01346689472544
MO000165730	ENSG00000168610	167.9039331818393	P40763,P40763-2	STAT3	STAT3	2037.48195533976	0.429944633477828	1.16730895519789	0.23357996074432	0.339323170790929	0.955503431639567
MO000199509	ENSG00000101266	NaN		CSNK2A1	CSNK2A1	2654.56376201827	0.656923338234237	-1.02871897449663	0.0727090195788001	0.57424298283527	-0.561813661964858
MO000215333	ENSG00000075643	8.72910540201138	Q96EN8	MOCOS	MOCOS	424.430004320521	4.54314010750338E-4	2.33371349392614	0.321090733983154	1.4024715799286E-4	3.80773197504093
MO000216313	ENSG00000152465	73.03524157506922	O60551	NMT2	NMT2	685.131209512882	2.15022536580699E-51	2.45191767295751	0.0841506167591299	2.36690125252733E-53	15.3761266273417
MO000254442	ENSG00000012048	NaN		BRCA1	BRCA1	426.773887385763	6.34689114944607E-4	2.81170100084722	0.401405669897799	2.02761467963283E-4	3.71555086724233
MO000254589	ENSG00000130177	9.48703397680625	Q13042-2	CDC16	CDC16	1031.1020078477	0.00509830396904764	-1.29035753850502	0.119407601755221	0.00207027041786419	-3.07996195009016
MO000256857	ENSG00000140464	161.8802121253423	P29590,P29590-11,P29590-14,P29590-2,P29590-3	PML	PML	1116.27513453023	0.589152982949823	-1.12160597710978	0.246086962709914	0.501078069189538	-0.672794449865716
MO000257681	ENSG00000115750	NaN		TAF1B	TAF1B	418.036682270635	8.2438144751956E-14	2.38999618540016	0.161130063389048	6.13198340971652E-15	7.80120288621359
MO000259085	ENSG00000140464	161.8802121253423	P29590,P29590-11,P29590-14,P29590-2,P29590-3	PML	PML	1116.27513453023	0.589152982949823	-1.12160597710978	0.246086962709914	0.501078069189538	-0.672794449865716
