Gene_ID,Transcript_ID,Gene_Symbol,Description,MCF10A_1_FPKM,MCF10A_2_FPKM,MCF10A_3_FPKM,MCF10A_4_FPKM,MDA_MB.231_1_FPKM,MDA_MB.231_2_FPKM,MDA_MB.231_3_FPKM,MDA_MB.231_4_FPKM,MDA_MB.231.MCF10A.fc,MDA_MB.231.MCF10A.baseMean,MDA_MB.231.MCF10A.lfcSE,MDA_MB.231.MCF10A.stat,MDA_MB.231.MCF10A.raw.pval,MDA_MB.231.MCF10A.bh.pval,MCF10A.mean,MDA_MB.231.mean,N_MCF10A_1,N_MCF10A_2,N_MCF10A_3,N_MCF10A_4,N_MDA_MB.231_1,N_MDA_MB.231_2,N_MDA_MB.231_3,N_MDA_MB.231_4,MCF10A_1_Read_Count,MCF10A_2_Read_Count,MCF10A_3_Read_Count,MCF10A_4_Read_Count,MDA_MB.231_1_Read_Count,MDA_MB.231_2_Read_Count,MDA_MB.231_3_Read_Count,MDA_MB.231_4_Read_Count,sd_mcf10a,zscore,abs_zscore
8165,"NM_001242902,NM_001242903,NM_003488",AKAP1,A-kinase anchoring protein 1,9.608026,8.965393,8.929276,8.637774,20.208788,27.909625,21.106272,26.832947,2.168652321,889.2219203,0.11973722,9.327081222,1.09E-20,2.30E-19,9.132504903,10.24934084,9.37383282,9.43046879,9.31694472,9.39764998,9.93569331,10.12699046,9.9737047,10.09534868,460,694,552,524,936,1126,1287,1752,0.047862019,23.33449298,23.33449298
9131,"NM_001130846,NM_001130847,NM_004208,NM_145812,NR_132647",AIFM1,apoptosis inducing factor mitochondria associated 1,8.858103,8.294418,10.343672,8.98908,28.221314,25.222677,25.917715,25.839485,2.523664249,523.9196394,0.106719275,12.51432778,6.23E-36,3.08E-34,8.214086325,9.552452388,8.44646802,8.50423978,8.56676124,8.56510721,9.35768277,9.3059493,9.2788978,9.25172201,222,337,336,287,689,633,832,960,0.057372907,23.32749266,23.32749266
10615,NM_006461,SPAG5,sperm associated antigen 5,4.352806,4.92029,4.307026,4.950097,17.254862,46.388027,16.334206,47.768715,5.79279295,874.7372539,0.391158286,6.478858275,9.24E-11,7.83E-10,8.008583313,10.54298047,8.50103029,8.68537604,8.49469931,8.68661685,9.52754045,10.43066174,9.47857931,10.46358289,185,339,237,267,710,1795,885,2988,0.108649783,23.32629737,23.32629737
81789,"NM_001243253,NM_030953",TIGD6,tigger transposable element derived 6,3.569998,3.447196,3.70672,3.814824,1.063547,0.742341,1.623185,1.235144,-3.607680195,134.9564635,0.244368483,-7.574918969,3.59E-14,4.47E-13,7.726223519,5.862008456,7.28179103,7.37505099,7.31887193,7.46581229,6.28929975,6.06855042,6.58382606,6.3608706,160,249,215,217,46,31,93,81,0.080063208,-23.28429139,23.28429139
7020,"NM_001032280,NM_001042425,NM_003220",TFAP2A,transcription factor AP-2 alpha,21.806168,16.204725,21.266645,13.348905,2.227172,2.206516,1.685201,1.951979,-9.604403205,504.3347078,0.174736388,-18.67782668,7.50E-78,1.65E-75,9.834687819,6.577915552,9.40561891,9.25517621,9.38835558,9.1040548,7.53302285,7.50849772,7.36196222,7.42915046,846,1017,1072,684,92,86,92,123,0.140021814,-23.25903501,23.25903501
26002,NM_015529,MOXD1,monooxygenase DBH like 1,3.613257,4.484676,3.923009,4.146514,0.200707,0.462836,0.113096,0.723367,-12.26261523,97.18756491,0.462368521,-7.8210229,5.24E-15,7.11E-14,7.491012005,3.855993608,6.6847366,7.0249456,6.76712294,6.94328904,4.83704593,5.15265771,4.64725926,5.3707408,123,247,173,179,7,15,5,37,0.156405949,-23.24092163,23.24092163
196872,NR_024396,LINC00638,long intergenic non-protein coding RNA 638,0.237479,0.189025,0.322893,0.247829,0.985509,0.638431,1.306582,0.661814,3.056630901,18.90651203,0.421425609,3.824974841,0.000130785,0.000426797,3.221703604,4.832087242,3.76597809,3.71921829,3.87908568,3.82370911,4.47868054,4.19524041,4.68894609,4.21186201,7,9,12,9,27,17,47,28,0.069435315,23.19257353,23.19257353
116143,"NM_001256476,NM_138458,NR_046234",WDR92,WD repeat domain 92,3.255924,3.130538,3.238881,2.95986,6.090686,8.991266,4.411566,10.239659,1.983381235,150.8990245,0.2673126,3.695905136,0.000219105,0.00067999,6.660453601,7.648472353,6.83373405,6.92467535,6.86343649,6.91303012,7.28839913,7.59759813,7.05892079,7.6842371,78,124,105,96,145,202,144,358,0.042608449,23.18832939,23.18832939
57590,NM_020830,WDFY1,WD repeat and FYVE domain containing 1,23.12414,19.705782,23.63936,20.452053,19.159485,19.227404,20.736504,20.024439,-1.280076411,1301.774186,0.073969292,-4.815916483,1.47E-06,6.87E-06,10.51391788,10.15653255,10.43791442,10.42251957,10.45760419,10.45063697,10.21818598,10.19378769,10.28311828,10.22953331,1203,1659,1588,1349,966,912,1376,1535,0.015428903,-23.16336597,23.16336597
2717,NM_000169,GLA,galactosidase alpha,5.841784,4.073884,5.958478,4.557274,16.912481,24.018421,17.682161,23.782873,3.459364201,232.5995917,0.186170606,9.617559631,6.74E-22,1.54E-20,6.707208857,8.49469588,7.20074705,7.04540628,7.21089783,7.12148879,7.9976834,8.28420598,8.03494625,8.27705225,93,105,122,92,260,347,357,554,0.077290385,23.12690032,23.12690032
100129461,"NR_126015,NR_126016,NR_126017,NR_126018,NR_126019",LYRM4-AS1,LYRM4 antisense RNA 1,1.034473,1.308783,1.284562,1.116033,8.298013,3.12134,7.181758,2.096013,3.607057203,53.93957911,0.490320229,3.774721488,0.000160187,0.00051312,4.544280945,6.401672528,4.93967532,5.13621864,5.03890594,5.03140528,6.40097006,5.53262835,6.26237048,5.24430903,16,32,25,21,119,41,134,44,0.080313054,23.12689515,23.12689515
7386,NM_006003,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",31.50279,30.385052,32.629002,30.767187,65.379639,82.992531,67.35154,81.395134,2.019767764,838.9156532,0.120137311,8.441918781,3.12E-17,5.11E-16,9.117719212,10.13224523,9.2895955,9.37399709,9.31858914,9.38030844,9.83902652,10.0227643,9.86454719,10.00786386,430,672,576,533,865,1033,1173,1637,0.043886447,23.11706871,23.11706871
677822,NR_002973,SNORA40,"small nucleolar RNA, H/ACA box 40",2.108175,3.177742,2.931087,3.578775,12.314483,14.598026,17.291025,21.367329,4.374446155,15.98538032,0.440355342,4.834959781,1.33E-06,6.28E-06,2.573149394,4.701531834,3.32427553,3.4899572,3.42418771,3.53710336,4.00248351,4.08846264,4.23995236,4.36215155,3,8,6,7,17,19,32,45,0.09220759,23.08250817,23.08250817
997,NM_004359,CDC34,cell division cycle 34,14.42529,14.093697,16.494333,13.676434,39.528267,35.106033,35.841934,33.307175,2.089015697,474.8129855,0.1175327,9.042788364,1.53E-19,2.97E-18,8.26168753,9.328030022,8.43606479,8.52669179,8.54007837,8.50053882,9.21996258,9.08470139,9.13199201,9.04094956,233,368,344,280,617,516,737,791,0.046202032,23.07999132,23.07999132
8714,"NM_001144070,NM_003786",ABCC3,ATP binding cassette subfamily C member 3,224.456002,150.465706,218.95871,146.307026,35.102673,12.004744,33.065654,6.938176,-11.00680054,7351.373806,0.531836171,-6.506370668,7.70E-11,6.61E-10,13.71833522,10.25808821,13.26460721,13.01013448,13.24029714,12.97820569,11.46658295,10.56872826,11.46204194,10.54601253,12740,13842,16046,10546,1743,368,2283,564,0.150016501,-23.06577603,23.06577603
79736,NM_024683,TEFM,"transcription elongation factor, mitochondrial",3.192974,3.239738,3.589656,2.773482,5.607222,14.006238,5.903689,12.029141,2.47901418,108.6965019,0.339919136,3.853170897,0.000116598,0.000383538,5.964150126,7.275787038,6.22492666,6.33380326,6.30798013,6.22322841,6.58827414,7.33317205,6.62357848,7.20021694,48,79,70,53,82,191,113,265,0.056885384,23.05753829,23.05753829
134957,"NM_001127715,NM_139244",STXBP5,syntaxin binding protein 5,6.791876,5.916605,7.352337,6.019258,4.82518,4.117252,4.969804,4.070742,-1.689480962,700.5491765,0.123195535,-6.141294787,8.19E-10,6.27E-09,9.781349661,9.025428861,9.60932472,9.61357789,9.6802009,9.62447362,9.25968492,9.10432169,9.2805605,9.09664969,709,1000,991,797,489,392,661,626,0.032830224,-23.02514871,23.02514871
5698,NM_002800,PSMB9,proteasome subunit beta 9,2.468752,1.628977,1.603591,1.053288,23.37369,18.573032,24.389355,17.348974,10.63413641,148.7898168,0.263818478,12.92794573,3.13E-38,1.71E-36,4.682562542,8.086931412,5.8921724,5.72796482,5.66328199,5.53641171,7.62698085,7.37646351,7.66923462,7.31916186,29,31,25,16,265,198,364,299,0.14801271,23.00051711,23.00051711
332,"NM_001012270,NM_001012271,NM_001168",BIRC5,baculoviral IAP repeat containing 5,10.714195,9.266413,10.329868,7.363577,24.918245,61.013029,25.624269,59.831772,3.860321683,867.4642506,0.338025351,5.765014568,8.17E-09,5.42E-08,8.479599404,10.42833217,8.9633622,8.96391546,8.93374061,8.78625655,9.58620073,10.37948349,9.61230243,10.37241667,315,443,391,273,705,1616,957,2584,0.084886647,22.95688236,22.95688236
53836,NM_023915,GPR87,G protein-coupled receptor 87,13.629919,15.971774,11.998735,16.332323,0.173285,0.937613,0.268693,0.702565,-32.1518654,165.9235697,0.402364473,-12.44352041,1.52E-35,7.32E-34,8.330164509,3.324093301,7.44908575,7.75039808,7.33000689,7.7665212,4.90112501,5.37761563,4.93947616,5.21709307,231,438,263,351,3,15,6,18,0.218568755,-22.90387387,22.90387387
10048,NM_005493,RANBP9,RAN binding protein 9,25.169197,21.734217,26.734556,22.396772,45.102539,37.717453,43.435848,38.653255,1.472952121,1332.98646,0.110385467,5.061450118,4.16E-07,2.14E-06,10.07404098,10.6330388,10.17737436,10.17331376,10.22706448,10.19407385,10.61237761,10.42797265,10.57875588,10.45215214,874,1221,1199,986,1517,1193,1923,1977,0.024448879,22.86394455,22.86394455
5507,NM_005398,PPP1R3C,protein phosphatase 1 regulatory subunit 3C,6.911862,7.476178,7.694215,6.977378,2.873986,1.516424,3.307243,1.502839,-3.680288353,172.4641459,0.302653403,-6.211127273,5.26E-10,4.12E-09,8.083069655,6.204674935,7.6094719,7.80683289,7.70393166,7.73948977,6.83595209,6.39716133,6.93733825,6.38286887,199,347,285,254,80,40,121,64,0.082242928,-22.83958945,22.83958945
11236,NM_007218,RNF139,ring finger protein 139,23.321312,16.529482,23.412296,17.870621,6.270779,3.821839,5.736117,5.139678,-4.467276113,589.8793732,0.190852216,-11.31448965,1.11E-29,3.92E-28,9.913092415,7.752367538,9.59859707,9.40942263,9.60294664,9.47731801,8.41829108,8.05216889,8.35110718,8.24950456,862,988,1117,837,225,129,271,280,0.0950256,-22.73834503,22.73834503
1738,"NM_000108,NM_001289750,NM_001289751,NM_001289752",DLD,dihydrolipoamide dehydrogenase,18.241488,16.116068,18.871105,17.88343,31.688304,48.944995,34.773151,47.315453,1.946344447,1367.631467,0.170998136,5.618581994,1.93E-08,1.22E-07,9.858665185,10.81923925,10.02911692,10.04460253,10.05773139,10.12504531,10.42598028,10.78414559,10.5106263,10.76072837,734,1051,982,914,1231,1788,1787,2808,0.042264465,22.72769981,22.72769981
5305,"NM_001330062,NM_005028",PIP4K2A,phosphatidylinositol-5-phosphate 4-kinase type 2 alpha,12.243475,10.774053,13.389303,10.486664,29.301544,22.177525,21.15604,26.338274,1.809941939,910.5213942,0.146169581,5.855824519,4.75E-09,3.29E-08,9.339690951,10.19612778,9.50666403,9.51760609,9.57819758,9.49262075,10.19470547,9.91562004,9.90325605,10.07093915,524,746,739,569,1214,864,1154,1659,0.037697238,22.71882181,22.71882181
8864,NM_022817,PER2,period circadian clock 2,1.849697,1.988984,1.87318,1.689367,0.490319,0.480152,0.585653,0.585384,-4.020264399,106.3721614,0.188820448,-10.63068331,2.15E-26,6.40E-25,7.414474773,5.397262601,6.95875129,7.15284648,6.97561236,7.0024318,5.91159951,5.87330339,6.01355225,5.98973194,131,228,172,152,34,31,53,61,0.088798,-22.716865,22.716865
51101,NM_016010,ZC2HC1A,zinc finger C2HC-type containing 1A,7.237131,7.169867,8.542571,7.710512,2.197438,2.666879,2.414355,3.038467,-3.463492209,239.5179604,0.153288638,-11.69184781,1.40E-31,5.38E-30,8.539468994,6.740872681,8.08704988,8.2066642,8.23588588,8.26906685,7.08981952,7.19849753,7.1470967,7.29409656,271,434,412,366,80,91,115,168,0.07928792,-22.68436735,22.68436735
8313,NM_004655,AXIN2,axin 2,1.944501,1.356644,2.072485,1.421601,0.165573,0.447351,0.256745,0.332846,-6.359268669,59.89072129,0.290474134,-9.187946712,4.00E-20,8.18E-19,6.693504195,4.025047046,6.23900666,6.05437138,6.3028165,6.09404186,4.65092315,5.09174167,4.80415689,4.91362693,92,104,127,86,8,20,16,24,0.117637243,-22.68377843,22.68377843
2775,"NM_020988,NM_138736",GNAO1,G protein subunit alpha o1,0.135919,0.024729,0.076306,0.011163,3.797258,2.823626,3.135419,2.719652,45.26969009,119.2329013,0.45808803,12.00745962,3.25E-33,1.35E-31,2.424373516,7.864791851,4.90379355,4.40041105,4.66239562,4.40798548,7.31589481,6.96286957,7.11663776,6.93777382,10,2,7,1,251,171,270,267,0.239949708,22.67316086,22.67316086
84254,"NM_032294,NM_172206,NM_172207",CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,3.230795,3.2129,3.282773,3.470485,0.952085,0.925453,0.76652,1.183655,-3.998502876,106.6611357,0.201239529,-9.935721547,2.91E-23,7.29E-22,7.416406264,5.409173907,6.94665809,7.06706915,6.9562953,7.12976035,5.96587447,5.93106476,5.82358057,6.08367004,129,207,168,175,37,34,39,70,0.088698597,-22.62980961,22.62980961
100861541,NR_047482,DOCK9-AS2,DOCK9 antisense RNA 2 (head to head),1.464843,0.814865,1.45778,0.910163,0.047695,0.147045,0.072458,0.094094,-14.74005036,17.0511308,0.586918671,-6.613641272,3.75E-11,3.33E-10,4.996290665,1.127257943,4.39776978,4.05824524,4.38211138,4.14071969,3.01018655,3.18779579,3.02600286,3.04759436,32,28,40,25,1,3,2,3,0.17116223,-22.6044772,22.6044772
114884,"NM_001174060,NM_017784",OSBPL10,oxysterol binding protein like 10,22.643534,19.091046,21.318669,18.009201,13.003942,16.261097,13.737952,15.463442,-1.605690809,987.6619833,0.100738064,-6.781886515,1.19E-11,1.13E-10,10.24950481,9.566042222,10.1525607,10.12451481,10.09884863,10.08350763,9.6334384,9.79030087,9.6697641,9.74933844,1050,1428,1275,1073,591,697,815,1069,0.030297927,-22.55806417,22.55806417
147804,NR_003148,TPM3P9,tropomyosin 3 pseudogene 9,1.016632,1.093508,1.196602,0.890361,2.454987,4.711542,2.370974,4.856626,2.894770569,87.43443964,0.313828636,4.88626223,1.03E-06,4.96E-06,5.486847532,7.022642347,5.82613774,5.95092631,5.92142404,5.814573,6.39578206,6.92229741,6.36657459,6.95236409,34,58,51,37,78,141,99,234,0.068108469,22.54924871,22.54924871
64598,"NM_001040097,NM_001040098,NM_001040099,NM_023948",MOSPD3,motile sperm domain containing 3,14.72631,11.923195,15.071318,12.527619,11.127777,8.733285,11.256112,8.484334,-1.586926599,187.4646865,0.165565316,-4.024003426,5.72E-05,0.000199638,7.844619714,7.180586336,7.73992645,7.6768879,7.71832517,7.68456045,7.43725982,7.23381781,7.43947699,7.18057825,198,258,249,205,143,107,189,161,0.029470097,-22.53244595,22.53244595
64856,"NM_022834,NM_199121",VWA1,von Willebrand factor A domain containing 1,1.057734,0.845737,0.786904,0.738761,5.303287,3.1195,4.704838,2.865315,3.993340149,144.6917461,0.279097695,7.15733595,8.23E-13,8.95E-12,5.856999198,7.854388129,6.46450943,6.41277702,6.26810793,6.31964215,7.73643419,7.22825865,7.62602514,7.1603517,55,72,53,49,267,148,312,220,0.088739011,22.50857768,22.50857768
339929,NR_036497,LPP-AS2,LPP antisense RNA 2,1.682481,1.417616,1.349129,1.383374,0.588728,0.268426,0.498362,0.745582,-3.132306267,40.36822329,0.306559474,-5.373264963,7.73E-08,4.48E-07,5.942922366,4.264465694,5.62588639,5.59593017,5.45553682,5.57572675,4.85813116,4.46685566,4.75391224,4.96671688,55,74,57,57,19,8,21,36,0.074719716,-22.46337073,22.46337073
64781,NM_022766,CERK,ceramide kinase,19.832571,15.626435,18.638271,15.497808,8.697091,12.171235,9.051816,11.491377,-1.960079629,840.7645536,0.139541173,-6.957890968,3.45E-12,3.51E-11,10.12097975,9.149636952,9.99123387,9.90554025,9.93623888,9.89450924,9.24031353,9.48032459,9.27046257,9.43633442,983,1254,1193,975,418,550,573,840,0.04332912,-22.41778287,22.41778287
8214,NM_005675,DGCR6,DiGeorge syndrome critical region gene 6,5.565228,5.450387,5.368443,4.276737,1.87511,1.968008,0.53326,1.796497,-3.899332416,57.35527559,0.345352209,-5.684709974,1.31E-08,8.48E-08,6.509285826,4.561719841,6.10218929,6.20682034,6.0692171,5.9974784,5.25351516,5.27119656,4.6704156,5.19382572,76,120,94,74,25,25,10,36,0.08703655,-22.37641518,22.37641518
10782,"NM_001278734,NM_016324,NM_016325,NM_133502",ZNF274,zinc finger protein 274,3.942766,2.792748,3.381178,2.653555,13.749352,14.038555,13.11834,12.228806,3.537683308,301.4540004,0.136908628,13.31402505,1.92E-40,1.13E-38,7.05533078,8.876220838,7.6119318,7.45962134,7.49525461,7.42438446,8.5903614,8.57858667,8.52182611,8.45692214,128,146,141,109,428,411,523,579,0.081404337,22.36846488,22.36846488
30968,"NM_001287031,NM_001287032,NM_001287033,NM_013442",STOML2,stomatin like 2,34.014252,34.093254,33.719551,33.473582,90.28338,109.564903,85.153571,105.698061,2.404354252,1187.16039,0.13824158,9.155345873,5.42E-20,1.09E-18,9.445664302,10.71167294,9.68189625,9.7865682,9.67531977,9.76413217,10.36316325,10.58860211,10.36329052,10.55372504,543,872,695,667,1278,1593,1684,2471,0.056663807,22.34245627,22.34245627
1211,"NM_001076677,NM_001184760,NM_001184761,NM_001184762,NM_001311203,NM_001311204,NM_001311205,NM_001311206,NM_001833,NM_007096,NR_132349",CLTA,clathrin light chain A,107.311546,96.837818,107.324218,89.367494,178.291528,198.885087,176.621476,188.833977,1.590988412,2112.778339,0.072044372,9.298760079,1.42E-20,2.97E-19,10.67093188,11.34165516,10.81059744,10.85385619,10.81018223,10.78096067,11.1929662,11.25673898,11.18384987,11.21004814,1342,1986,1731,1430,2187,2285,2852,3494,0.030034565,22.33171277,22.33171277
132864,"NM_001177381,NM_001177382,NM_001177383,NM_001177384,NM_182485,NM_182646",CPEB2,cytoplasmic polyadenylation element binding protein 2,5.252372,3.964838,5.316848,4.358852,2.381945,1.588807,2.845142,1.824864,-2.513218873,325.3995681,0.217305211,-6.118290097,9.46E-10,7.20E-09,8.863214805,7.532260688,8.63250261,8.52105774,8.65803971,8.59551765,7.92242975,7.60357126,8.05895608,7.69754889,398,493,528,422,178,112,279,207,0.059621959,-22.32322012,22.32322012
285671,"NM_001113561,NM_001323291,NM_001323292,NM_178532",RNF180,ring finger protein 180,1.39296,1.696428,1.445997,1.369551,0.261203,0.209392,0.218229,0.158266,-7.016676696,67.67665809,0.279780627,-10.04639929,9.53E-24,2.44E-22,6.883707111,4.109883131,6.30493285,6.49546701,6.2090446,6.40815495,5.1541943,5.01707432,4.96968686,4.77433715,92,159,106,114,20,15,19,15,0.124317721,-22.31237799,22.31237799
5641,"NM_001008530,NM_005606",LGMN,legumain,10.916295,7.828685,9.921817,9.30073,48.128637,21.602011,45.551205,23.050858,3.050672485,594.6356074,0.312294803,5.152590723,2.57E-07,1.37E-06,8.197961075,9.806742516,8.61855455,8.47290126,8.50351827,8.60286847,9.81278337,9.08522429,9.74786281,9.10050796,265,307,294,287,1084,475,1334,779,0.072107338,22.31092532,22.31092532
55291,"NM_001164160,NM_001164161,NM_001164162,NM_001164163,NM_001164164,NM_018312",PPP6R3,protein phosphatase 6 regulatory subunit 3,24.079655,21.682577,23.470302,21.669028,34.216074,45.072533,34.161977,44.488073,1.484595084,2070.735014,0.128911319,4.422183409,9.77E-06,3.95E-05,10.70295403,11.27296068,10.81044914,10.84477412,10.79112775,10.84079658,11.05107053,11.26354533,11.04787517,11.25561168,1359,1989,1713,1558,1880,2326,2468,3715,0.025549354,22.31002185,22.31002185
26205,NM_012384,GMEB2,glucocorticoid modulatory element binding protein 2,5.285636,4.586527,5.421506,4.438154,7.432103,9.082156,6.547927,8.465731,1.365137778,361.5209103,0.133653034,3.359793261,0.000780008,0.002130195,8.255175448,8.705669419,8.35280543,8.35439819,8.37359095,8.3245479,8.57810631,8.72164836,8.47011607,8.66377355,253,356,335,270,345,396,400,597,0.020202486,22.29893732,22.29893732
116138,"NM_057161,NR_040101",KLHDC3,kelch domain containing 3,19.007339,20.497657,22.413395,19.854643,74.573753,77.542221,67.697617,69.819992,3.01803463,1201.987237,0.109755053,14.51969019,9.09E-48,6.65E-46,9.222893136,10.81892866,9.48322561,9.64353404,9.60698482,9.61897088,10.56832321,10.57337443,10.47825524,10.47982122,428,744,652,567,1627,1591,1944,2316,0.071603522,22.28990237,22.28990237
10713,"NM_001256725,NM_001256726,NM_001256727,NM_001256728,NM_006590,NR_046347",USP39,ubiquitin specific peptidase 39,23.177056,22.08894,24.324305,22.813807,40.863056,64.095241,39.283861,62.742995,1.91092314,1094.13082,0.199449299,4.684246852,2.81E-06,1.26E-05,9.554050123,10.48838486,9.69741377,9.77351842,9.74216712,9.7937351,10.117424,10.48415333,10.07312746,10.46872132,580,896,792,723,1001,1467,1253,2324,0.041955784,22.26950982,22.26950982
64682,NM_022662,ANAPC1,anaphase promoting complex subunit 1,5.80045,5.433689,6.021461,5.642365,10.532079,12.901354,11.263152,13.741635,1.804537583,898.9979439,0.116860413,7.287576443,3.16E-13,3.58E-12,9.3247402,10.17585787,9.46447856,9.52515934,9.49390368,9.55272343,9.90262029,10.05250723,9.96063318,10.11203495,501,759,671,618,881,1015,1240,1747,0.038222605,22.26739061,22.26739061
5099,"NM_001173523,NM_002589,NM_032456,NM_032457",PCDH7,protocadherin 7,7.941132,9.773188,7.540168,9.909157,0.854496,1.986601,0.885555,1.777087,-7.995648744,404.0461803,0.288378909,-10.40025812,2.47E-25,6.87E-24,9.488453798,6.488432065,8.84068916,9.08068719,8.86084573,9.08695561,7.03009839,7.49742503,7.05677338,7.43975305,517,931,681,738,50,104,70,155,0.134829443,-22.25049414,22.25049414
7078,NM_000362,TIMP3,TIMP metallopeptidase inhibitor 3,2.776598,3.21546,2.591597,3.261345,26.241409,23.552629,25.834013,22.928093,7.038689818,954.7525886,0.169283504,16.63072205,4.18E-62,5.61E-60,7.890913618,10.70748715,8.51627268,8.70799445,8.47175763,8.71421781,10.30465875,10.16845766,10.28923786,10.1466245,170,319,205,253,1555,1313,2016,2067,0.126673664,22.23487855,22.23487855
51110,NM_016027,LACTB2,lactamase beta 2,3.654503,3.91847,3.488455,4.088789,15.840897,22.984314,17.02496,23.413435,4.403788907,232.8797847,0.203949763,10.48662811,9.95E-26,2.87E-24,6.429206552,8.568275478,6.90321872,7.03630341,6.87078902,7.0654614,7.9871082,8.2976028,8.05115133,8.31993892,64,110,79,90,266,363,376,598,0.096275838,22.21812827,22.21812827
57863,"NM_001127173,NM_001346510,NM_021189",CADM3,cell adhesion molecule 3,711.393921,243.877624,692.797766,242.074826,0.068564,0.146277,0.035429,0.028524,-7630.842719,12415.88433,0.596367656,-21.62697211,1.00E-103,4.95E-101,14.5996974,1.797700409,13.97153638,13.00190585,13.96310673,12.93825804,9.2893021,9.30178184,9.27921861,9.27604891,29546,16821,37835,12454,3,6,2,2,0.57635287,-22.21208163,22.21208163
56255,NM_021156,TMX4,thioredoxin related transmembrane protein 4,30.749956,23.447971,32.744884,24.591372,10.024454,8.983406,9.91021,8.655356,-3.445940897,1592.609687,0.119848209,-14.89298813,3.66E-50,2.94E-48,11.26946681,9.485099636,10.97901113,10.85935353,11.03877909,10.89933531,9.96051818,9.85301521,9.95046578,9.82738947,2114,2608,2907,2144,668,563,869,877,0.080350808,-22.20720877,22.20720877
27125,NM_014423,AFF4,AF4/FMR2 family member 4,35.156181,31.744089,36.096645,33.130791,29.052914,21.086208,29.909523,21.602991,-1.562053779,3864.167719,0.16911117,-3.804858812,0.000141885,0.000458418,12.202066,11.55867149,12.04103771,12.07667886,12.06509421,12.11070531,11.81467442,11.52478019,11.8384911,11.5463533,3755,5488,4979,4488,3007,2053,4075,3400,0.028975503,-22.20477469,22.20477469
11077,NM_007031,HSF2BP,heat shock transcription factor 2 binding protein,7.178584,5.040826,6.21887,5.167398,1.73022,1.904451,1.654784,2.350375,-3.537335386,103.238809,0.193485983,-9.420129454,4.51E-21,9.77E-20,7.333720355,5.497115901,7.08733434,6.90417848,6.96724432,6.92074593,5.94484315,5.98021581,5.90663036,6.11814114,152,173,171,139,36,37,45,74,0.082731121,-22.19968043,22.19968043
80003,"NM_001328607,NM_014801",PCNX2,pecanex homolog 2 (Drosophila),7.677605,5.485825,7.620429,5.674677,2.045488,1.221553,2.501559,1.264564,-4.334202968,398.0368395,0.273991964,-7.722002797,1.15E-14,1.50E-13,9.337327404,7.221159209,9.03002172,8.84953095,9.02355972,8.87593603,7.85100608,7.47946836,8.00069533,7.49694733,584,675,748,547,151,85,243,142,0.095366429,-22.18986501,22.18986501
81931,NM_031218,ZNF93,zinc finger protein 93,0.139049,0.145655,0.272637,0.398262,4.297585,5.608727,4.441329,5.851331,17.24859796,92.34831384,0.32534181,12.62797179,1.48E-36,7.59E-35,3.349054587,7.447139629,4.65994925,4.65813167,4.8045466,5.05060812,6.64397438,6.86589742,6.67788235,6.9122196,5,8,11,16,130,160,177,269,0.184740227,22.18295989,22.18295989
9169,NM_004719,SCAF11,SR-related CTD associated factor 11,25.856159,23.800737,26.857563,24.091797,17.638212,20.669744,18.635206,21.399948,-1.50276828,2299.162756,0.08763513,-6.705331213,2.01E-11,1.86E-10,11.43116931,10.84309974,11.27914389,11.3316763,11.31340272,11.33840911,10.896164,10.99874616,10.93971057,11.03018701,2190,3263,2938,2588,1448,1596,2013,2671,0.02653655,-22.16073943,22.16073943
3306,NM_021979,HSPA2,heat shock protein family A (Hsp70) member 2,2.267493,2.877787,2.939189,2.722901,0.131115,0.514349,0.174287,0.380667,-10.39748047,59.81371656,0.369802228,-9.135050624,6.54E-20,1.30E-18,6.769523868,3.395910008,5.93107732,6.27711006,6.17118116,6.22074767,4.32734813,4.83162996,4.37115153,4.66149478,70,144,118,107,4,15,7,18,0.152247581,-22.15873532,22.15873532
121512,"NM_001304480,NM_001304481,NM_001304483,NM_001304484,NM_001330373,NM_001330374,NM_139241",FGD4,"FYVE, RhoGEF and PH domain containing 4",9.914389,6.630706,9.968453,6.913127,1.622484,0.83882,1.543697,1.111993,-7.438853761,567.2882155,0.242423923,-11.94222214,7.13E-33,2.94E-31,9.966036365,7.070407436,9.58074736,9.32750586,9.5720781,9.37836888,7.99164365,7.56143681,7.94112174,7.72149902,927,999,1185,830,149,73,183,156,0.130731707,-22.14940037,22.14940037
463,"NM_001164766,NM_006885",ZFHX3,zinc finger homeobox 3,4.222409,4.212239,4.285426,4.402225,1.878588,0.972137,1.744229,1.022795,-3.560706674,638.9463609,0.266018823,-6.887345699,5.68E-12,5.60E-11,9.962285168,8.130906091,9.54007645,9.67023633,9.55571923,9.70715581,8.78554679,8.28374613,8.72725629,8.31599094,756,1221,992,1000,326,159,399,270,0.082921678,-22.08564913,22.08564913
