ID	Symbol	Sites view	Total count	V$JUNFRA1_01	V$JUNFRA2_01	V$JUN_06	V$AP1_Q4_01	V$ERM_03	V$ETV5HOXA2_01	V$AP1_01	V$JUNB_04	V$AP1_Q6_01	V$RAD21_01	V$CFOSCJUN_Q5	V$JUNB_05	V$ETV5DLX2_01	V$JUNFOSB_01	V$SMAD3_02	V$JUN_11	V$FOXM1_Q3	V$HDAC2_02	V$JUN_03	V$JUNB_Q6	V$JUNB_01	V$ETV5DRGX_01	V$JUN_08	V$ETV5ETV7_01	V$AP1_02	V$RAD21_04	V$BATFJUN_01	V$JUNB_07	V$JUNBFRA2_01	V$JUNBFOS_01	V$JUNBFOSB_01	V$ETV5FOXO1_02	V$CJUN_Q6	V$JUNB_02	V$ETV5TCF3_01	V$RAD21_10	V$ERM_05	V$ETV5FIGLA_01	V$ETV5EOMES_01	V$SMAD3_04	V$ETV5HES7_01	V$HDAC2_04	V$RAD21_11
ENSG00000105325	FZR1	DataElement[ENSG00000105325] class=class ru.biosoft.bsa.project.ProjectAsLists	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	13	7	2	18	11	30	24	3
ENSG00000092820	EZR	DataElement[ENSG00000092820] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	10	8	4	16	13	24	16	7
ENSG00000113575	PPP2CA	DataElement[ENSG00000113575] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	2	4	18	9	6	17	11	20	13	8
ENSG00000113721	PDGFRB	DataElement[ENSG00000113721] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	1	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	2	0	2	0	3	0	5	2	5	6	6	0	1	6	8	9	6	0	12	14	6	5	4
ENSG00000147065	MSN	DataElement[ENSG00000147065] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	2	9	22	18	9	15	15	5	2	8
ENSG00000169083	AR	DataElement[ENSG00000169083] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	6	18	12	5	26	17	10	10	6
ENSG00000197467	COL13A1	DataElement[ENSG00000197467] class=class ru.biosoft.bsa.project.ProjectAsLists	111	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	2	10	13	9	3	27	8	19	8	6
ENSG00000067900	ROCK1	DataElement[ENSG00000067900] class=class ru.biosoft.bsa.project.ProjectAsLists	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	4	12	5	4	20	10	24	23	6
ENSG00000177606	JUN	DataElement[ENSG00000177606] class=class ru.biosoft.bsa.project.ProjectAsLists	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	12	7	3	14	8	28	12	14
ENSG00000186716	BCR	DataElement[ENSG00000186716] class=class ru.biosoft.bsa.project.ProjectAsLists	110	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	2	0	2	0	3	2	4	4	4	2	1	5	4	18	5	5	11	13	8	0	9
ENSG00000132522	GPS2	DataElement[ENSG00000132522] class=class ru.biosoft.bsa.project.ProjectAsLists	109	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	3	0	8	9	5	8	21	7	19	14	11
ENSG00000068028	RASSF1	DataElement[ENSG00000068028] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	9	18	10	6	20	9	16	11	7
ENSG00000113070	HBEGF	DataElement[ENSG00000113070] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	2	2	0	0	3	9	10	7	4	11	11	25	12	8
ENSG00000122779	TRIM24	DataElement[ENSG00000122779] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	7	5	9	3	18	9	25	16	13
ENSG00000124181	PLCG1	DataElement[ENSG00000124181] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	17	5	2	20	7	24	17	7
ENSG00000142864	SERBP1	DataElement[ENSG00000142864] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	3	1	6	14	6	2	22	9	20	8	13
ENSG00000166913	YWHAB	DataElement[ENSG00000166913] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	13	13	4	27	10	14	11	3
ENSG00000177885	GRB2	DataElement[ENSG00000177885] class=class ru.biosoft.bsa.project.ProjectAsLists	108	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	1	0	2	1	2	2	3	0	0	3	8	10	3	2	16	11	20	13	7
ENSG00000075643	MOCOS	DataElement[ENSG00000075643] class=class ru.biosoft.bsa.project.ProjectAsLists	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	7	17	4	6	13	8	27	17	7
ENSG00000170421	KRT8	DataElement[ENSG00000170421] class=class ru.biosoft.bsa.project.ProjectAsLists	107	1	1	1	1	0	0	2	1	1	0	1	1	0	1	0	1	0	0	0	1	2	0	2	0	2	0	2	2	2	2	2	1	2	2	6	21	6	4	15	12	3	1	5
ENSG00000135679	MDM2	DataElement[ENSG00000135679] class=class ru.biosoft.bsa.project.ProjectAsLists	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	1	2	1	1	0	2	5	4	3	2	17	8	25	21	10
ENSG00000095002	MSH2	DataElement[ENSG00000095002] class=class ru.biosoft.bsa.project.ProjectAsLists	105	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	2	0	1	1	3	2	4	4	4	0	0	5	4	8	11	4	11	9	12	10	5
ENSG00000130956	HABP4	DataElement[ENSG00000130956] class=class ru.biosoft.bsa.project.ProjectAsLists	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	13	3	1	14	6	27	27	8
ENSG00000168685	IL7R	DataElement[ENSG00000168685] class=class ru.biosoft.bsa.project.ProjectAsLists	105	1	1	1	1	0	0	4	1	2	0	2	2	0	2	0	0	0	0	0	2	4	0	4	0	4	0	4	4	4	4	4	0	2	4	6	10	4	1	10	10	4	0	3
ENSG00000104852	SNRNP70	DataElement[ENSG00000104852] class=class ru.biosoft.bsa.project.ProjectAsLists	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	0	3	7	3	2	15	5	31	30	4
ENSG00000127445	PIN1	DataElement[ENSG00000127445] class=class ru.biosoft.bsa.project.ProjectAsLists	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	19	5	3	16	7	16	17	5
ENSG00000135924	DNAJB2	DataElement[ENSG00000135924] class=class ru.biosoft.bsa.project.ProjectAsLists	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	1	0	2	3	2	0	0	3	2	19	10	5	20	9	4	5	15
ENSG00000076641	PAG1	DataElement[ENSG00000076641] class=class ru.biosoft.bsa.project.ProjectAsLists	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	13	6	1	18	7	31	16	6
ENSG00000090339	ICAM1	DataElement[ENSG00000090339] class=class ru.biosoft.bsa.project.ProjectAsLists	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	2	2	2	1	0	2	5	16	9	1	14	11	22	5	7
ENSG00000123384	LRP1	DataElement[ENSG00000123384] class=class ru.biosoft.bsa.project.ProjectAsLists	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	16	7	4	20	11	19	10	6
ENSG00000115317	HTRA2	DataElement[ENSG00000115317] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	1	10	11	5	6	21	9	20	4	9
ENSG00000139687	RB1	DataElement[ENSG00000139687] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	3	11	3	1	23	5	26	11	12
ENSG00000156711	MAPK13	DataElement[ENSG00000156711] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	0	0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	1	0	2	0	2	0	2	3	3	5	4	0	2	4	9	12	9	4	15	11	2	0	4
ENSG00000165119	HNRNPK	DataElement[ENSG00000165119] class=class ru.biosoft.bsa.project.ProjectAsLists	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	1	5	14	5	2	15	5	24	21	6
ENSG00000100106	TRIOBP	DataElement[ENSG00000100106] class=class ru.biosoft.bsa.project.ProjectAsLists	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	3	0	1	0	2	3	2	3	2	0	0	3	7	20	4	4	9	13	12	3	7
ENSG00000115750	TAF1B	DataElement[ENSG00000115750] class=class ru.biosoft.bsa.project.ProjectAsLists	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	1	0	2	3	7	2	1	15	10	25	16	11
ENSG00000137801	THBS1	DataElement[ENSG00000137801] class=class ru.biosoft.bsa.project.ProjectAsLists	100	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	18	5	4	13	8	21	20	6
ENSG00000164611	PTTG1	DataElement[ENSG00000164611] class=class ru.biosoft.bsa.project.ProjectAsLists	99	1	1	1	2	0	0	2	1	2	0	2	2	0	2	0	1	0	0	0	2	2	0	4	0	4	0	5	4	6	6	6	1	2	6	4	6	3	3	5	2	7	1	3
ENSG00000182541	LIMK2	DataElement[ENSG00000182541] class=class ru.biosoft.bsa.project.ProjectAsLists	99	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	1	0	2	3	19	5	5	14	10	15	10	9
ENSG00000108821	COL1A1	DataElement[ENSG00000108821] class=class ru.biosoft.bsa.project.ProjectAsLists	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	20	10	3	15	12	17	6	5
ENSG00000116478	HDAC1	DataElement[ENSG00000116478] class=class ru.biosoft.bsa.project.ProjectAsLists	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	9	11	14	2	17	4	22	7	9
ENSG00000149948	HMGA2	DataElement[ENSG00000149948] class=class ru.biosoft.bsa.project.ProjectAsLists	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	9	3	6	17	8	18	20	6
ENSG00000114166	KAT2B	DataElement[ENSG00000114166] class=class ru.biosoft.bsa.project.ProjectAsLists	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	2	10	12	9	5	9	14	14	8	9
ENSG00000161638	ITGA5	DataElement[ENSG00000161638] class=class ru.biosoft.bsa.project.ProjectAsLists	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	11	10	15	6	20	11	6	5	8
ENSG00000197386	HTT	DataElement[ENSG00000197386] class=class ru.biosoft.bsa.project.ProjectAsLists	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	6	11	6	1	18	8	24	13	5
ENSG00000132670	PTPRA	DataElement[ENSG00000132670] class=class ru.biosoft.bsa.project.ProjectAsLists	96	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	10	14	16	4	7	18	12	3	5
ENSG00000254087	LYN	DataElement[ENSG00000254087] class=class ru.biosoft.bsa.project.ProjectAsLists	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	1	10	13	10	2	20	9	16	7	5
ENSG00000080815	PSEN1	DataElement[ENSG00000080815] class=class ru.biosoft.bsa.project.ProjectAsLists	95	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	2	2	2	2	2	0	0	3	7	12	9	4	19	10	9	4	4
ENSG00000100393	EP300	DataElement[ENSG00000100393] class=class ru.biosoft.bsa.project.ProjectAsLists	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	4	10	9	0	19	12	18	11	10
ENSG00000113658	SMAD5	DataElement[ENSG00000113658] class=class ru.biosoft.bsa.project.ProjectAsLists	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	6	9	4	3	18	9	20	15	8
ENSG00000070831	CDC42	DataElement[ENSG00000070831] class=class ru.biosoft.bsa.project.ProjectAsLists	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	15	5	7	9	12	25	15	3
ENSG00000164162	ANAPC10	DataElement[ENSG00000164162] class=class ru.biosoft.bsa.project.ProjectAsLists	94	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	0	1	2	0	2	0	2	1	2	2	2	2	2	0	1	2	8	8	4	3	7	11	11	5	5
ENSG00000197249	SERPINA1	DataElement[ENSG00000197249] class=class ru.biosoft.bsa.project.ProjectAsLists	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	1	7	20	13	3	16	14	9	0	7
ENSG00000005884	ITGA3	DataElement[ENSG00000005884] class=class ru.biosoft.bsa.project.ProjectAsLists	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	10	8	3	19	15	21	6	5
ENSG00000182866	LCK	DataElement[ENSG00000182866] class=class ru.biosoft.bsa.project.ProjectAsLists	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	6	18	11	3	17	16	7	3	10
ENSG00000150093	ITGB1	DataElement[ENSG00000150093] class=class ru.biosoft.bsa.project.ProjectAsLists	92	1	1	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	1	0	1	2	0	2	0	2	0	2	2	2	2	2	0	1	3	2	8	3	4	14	4	11	7	6
ENSG00000171604	CXXC5	DataElement[ENSG00000171604] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	6	14	11	9	14	16	9	6	3
ENSG00000204389	HSPA1A	DataElement[ENSG00000204389] class=class ru.biosoft.bsa.project.ProjectAsLists	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	16	12	1	19	13	10	7	7
ENSG00000115904	SOS1	DataElement[ENSG00000115904] class=class ru.biosoft.bsa.project.ProjectAsLists	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	11	18	2	6	10	9	15	12	6
ENSG00000130177	CDC16	DataElement[ENSG00000130177] class=class ru.biosoft.bsa.project.ProjectAsLists	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	7	16	3	5	18	8	14	9	4
ENSG00000154310	TNIK	DataElement[ENSG00000154310] class=class ru.biosoft.bsa.project.ProjectAsLists	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	0	0	1	6	6	10	0	17	8	20	13	5
ENSG00000169032	MAP2K1	DataElement[ENSG00000169032] class=class ru.biosoft.bsa.project.ProjectAsLists	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	9	13	3	5	13	9	21	6	7
ENSG00000010810	FYN	DataElement[ENSG00000010810] class=class ru.biosoft.bsa.project.ProjectAsLists	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	10	7	4	18	13	14	9	6
ENSG00000077312	SNRPA	DataElement[ENSG00000077312] class=class ru.biosoft.bsa.project.ProjectAsLists	89	0	0	0	1	0	0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	2	0	2	0	3	2	3	3	3	0	2	4	6	9	4	2	13	5	11	4	3
ENSG00000085365	SCAMP1	DataElement[ENSG00000085365] class=class ru.biosoft.bsa.project.ProjectAsLists	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	6	7	4	2	19	7	23	18	1
ENSG00000105855	ITGB8	DataElement[ENSG00000105855] class=class ru.biosoft.bsa.project.ProjectAsLists	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	8	8	5	3	13	17	15	9	5
ENSG00000168610	STAT3	DataElement[ENSG00000168610] class=class ru.biosoft.bsa.project.ProjectAsLists	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1	9	13	9	7	11	10	14	4	6
ENSG00000197971	MBP	DataElement[ENSG00000197971] class=class ru.biosoft.bsa.project.ProjectAsLists	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	2	8	14	8	5	15	14	11	6	2
ENSG00000205250	E2F4	DataElement[ENSG00000205250] class=class ru.biosoft.bsa.project.ProjectAsLists	88	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	2	9	12	8	5	13	5	13	13	3
ENSG00000058335	RASGRF1	DataElement[ENSG00000058335] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	5	9	8	3	17	14	14	12	3
ENSG00000117399	CDC20	DataElement[ENSG00000117399] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	4	12	5	3	20	11	17	8	5
ENSG00000125743	SNRPD2	DataElement[ENSG00000125743] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	12	5	3	17	8	16	9	8
ENSG00000136997	MYC	DataElement[ENSG00000136997] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	2	2	0	2	2	8	10	7	3	9	15	11	4	6
ENSG00000141736	ERBB2	DataElement[ENSG00000141736] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	2	0	1	1	2	1	3	4	4	0	0	4	5	16	5	2	9	6	8	8	3
ENSG00000185591	SP1	DataElement[ENSG00000185591] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	4	10	17	4	15	11	10	7	6
ENSG00000196352	CD55	DataElement[ENSG00000196352] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	1	2	1	0	4	11	5	3	12	14	18	6	6
ENSG00000204209	DAXX	DataElement[ENSG00000204209] class=class ru.biosoft.bsa.project.ProjectAsLists	87	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	2	0	5	0	2	0	2	3	3	5	3	0	1	3	7	13	8	1	12	5	2	0	3
ENSG00000041982	TNC	DataElement[ENSG00000041982] class=class ru.biosoft.bsa.project.ProjectAsLists	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	7	18	8	5	13	16	9	7	2
ENSG00000105974	CAV1	DataElement[ENSG00000105974] class=class ru.biosoft.bsa.project.ProjectAsLists	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	6	12	10	2	18	10	13	6	5
ENSG00000170004	CHD3	DataElement[ENSG00000170004] class=class ru.biosoft.bsa.project.ProjectAsLists	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1	8	5	12	6	30	4	9
ENSG00000026103	FAS	DataElement[ENSG00000026103] class=class ru.biosoft.bsa.project.ProjectAsLists	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	2	2	3	0	2	4	8	13	7	1	16	6	12	5	1
ENSG00000105647	PIK3R2	DataElement[ENSG00000105647] class=class ru.biosoft.bsa.project.ProjectAsLists	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	9	3	5	19	6	15	16	8
ENSG00000118898	PPL	DataElement[ENSG00000118898] class=class ru.biosoft.bsa.project.ProjectAsLists	85	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	2	0	2	0	2	0	2	2	2	3	4	0	1	5	6	13	0	7	7	6	9	2	4
ENSG00000131788	PIAS3	DataElement[ENSG00000131788] class=class ru.biosoft.bsa.project.ProjectAsLists	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	3	11	5	2	17	12	13	7	10
ENSG00000150991	UBC	DataElement[ENSG00000150991] class=class ru.biosoft.bsa.project.ProjectAsLists	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	2	2	3	0	4	12	11	8	5	17	9	2	2	5
ENSG00000160691	SHC1	DataElement[ENSG00000160691] class=class ru.biosoft.bsa.project.ProjectAsLists	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	6	8	1	13	11	20	14	7
ENSG00000047410	TPR	DataElement[ENSG00000047410] class=class ru.biosoft.bsa.project.ProjectAsLists	84	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	1	0	1	0	1	0	2	1	4	5	4	1	1	5	7	5	6	4	11	5	8	4	5
ENSG00000082701	GSK3B	DataElement[ENSG00000082701] class=class ru.biosoft.bsa.project.ProjectAsLists	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	10	3	16	9	12	14	5
ENSG00000169679	BUB1	DataElement[ENSG00000169679] class=class ru.biosoft.bsa.project.ProjectAsLists	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	9	9	4	13	10	14	10	5
ENSG00000253729	PRKDC	DataElement[ENSG00000253729] class=class ru.biosoft.bsa.project.ProjectAsLists	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	4	0	14	4	27	18	6
ENSG00000136448	NMT1	DataElement[ENSG00000136448] class=class ru.biosoft.bsa.project.ProjectAsLists	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	7	9	6	0	10	6	19	14	7
ENSG00000138794	CASP6	DataElement[ENSG00000138794] class=class ru.biosoft.bsa.project.ProjectAsLists	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	8	7	4	13	9	19	10	4
ENSG00000140464	PML	DataElement[ENSG00000140464] class=class ru.biosoft.bsa.project.ProjectAsLists	83	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	2	1	0	0	2	9	14	5	5	10	9	10	1	11
ENSG00000175216	CKAP5	DataElement[ENSG00000175216] class=class ru.biosoft.bsa.project.ProjectAsLists	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	2	7	7	4	5	14	11	10	12	4
