ID	Average Intensity	UniProt ID	Description	Gene_Symbol	Genes: Entrez ID	MCF10A.mean	MCF10A_1_FPKM	MCF10A_1_Read_Count	MCF10A_2_FPKM	MCF10A_2_Read_Count	MCF10A_3_FPKM	MCF10A_3_Read_Count	MCF10A_4_FPKM	MCF10A_4_Read_Count	MDA_MB.231.MCF10A.baseMean	MDA_MB.231.MCF10A.bh.pval	MDA_MB.231.MCF10A.fc	MDA_MB.231.MCF10A.lfcSE	MDA_MB.231.MCF10A.raw.pval	MDA_MB.231.MCF10A.stat	MDA_MB.231.mean	MDA_MB.231_1_FPKM	MDA_MB.231_1_Read_Count	MDA_MB.231_2_FPKM	MDA_MB.231_2_Read_Count	MDA_MB.231_3_FPKM	MDA_MB.231_3_Read_Count	MDA_MB.231_4_FPKM	MDA_MB.231_4_Read_Count	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB.231_1	N_MDA_MB.231_2	N_MDA_MB.231_3	N_MDA_MB.231_4	Transcript_ID	abs_zscore	sd_mcf10a	zscore
ENSG00000124486	66.49258737098165	Q93008	X-linked,ubiquitin specific peptidase 9	USP9X	8239	11.16868399	15.564613	2147	10.532892	2351	15.821496	2823	10.143058	1773	3193.04559	1.47348E-4	1.774191022	0.201683338	4.11E-5	4.101287482	11.99579267	30.766401	4121	22.000061	2764	30.935946	5440	22.859617	4642	11.43952408	11.23736417	11.45514485	11.20365942	11.97566843	11.64428029	11.97739687	11.68026402	NM_001039590,NM_001039591	6.273989715	0.131831373	6.273989715
ENSG00000124532	NaN		MRS2,magnesium transporter	MRS2	57380	9.020013973	12.167264	446	9.966415	573	11.720168	567	10.05912	468	717.3443031	1.95E-12	1.762835007	0.110947074	1.68E-13	7.371960522	9.838473317	22.275153	749	28.006769	877	22.867752	973	29.200318	1193	9.22927509	9.15787703	9.21701977	9.1875855	9.6338654	9.79934588	9.62150782	9.64831262	NM_001286264,NM_001286265,NM_001286266,NM_020662,NR_104423	25.6345692	0.031927954	25.6345692
ENSG00000124541	3.5475115925686067	Q96EU6-2	ribosomal RNA processing 36	RRP36	88745	9.348216528	30.396784	411	43.445595	946	28.73202	499	44.33429	756	861.0536151	0.063328511	1.64212584	0.340825663	0.035772536	2.099503546	10.06385129	46.948349	612	96.088333	1179	47.315655	814	98.241792	1945	9.26375949	9.6650311	9.21671605	9.67795819	9.55087055	10.15103093	9.55859094	10.17299249	NM_001329704,NM_033112,NR_138081	2.865041592	0.249781631	2.865041592
ENSG00000124549	NaN		butyrophilin subfamily 2 member A3,pseudogene	BTN2A3P	54718	5.133131713	1.576387	44	0.50874	23	1.243411	45	0.630691	23	28.81627651	0.189558419	-1.531607991	0.403707878	0.127634813	-1.523495392	4.494355342	0.57603	16	0.564331	15	0.791216	28	0.94512	39	5.24713714	4.58026964	5.07544687	4.72444384	4.5492863	4.53009332	4.71201353	4.8132719	NR_027795	2.075572697	0.307759093	-2.075572697
ENSG00000124571	221.65236414989818	Q9HAV4	exportin 5	XPO5	57510	9.401905799	5.530494	340	10.503128	1043	6.349429	503	11.137491	845	1404.06015	9.93E-7	3.150319424	0.317310076	1.82E-7	5.217288206	11.05774756	25.600132	1484	37.446026	2041	27.266924	2080	38.661865	3407	9.40887731	9.98809583	9.50135816	10.01163145	10.54741153	10.86740561	10.60350971	10.90099877	NM_020750,NR_144392	5.22491069	0.316912931	5.22491069
ENSG00000124574	NaN		ATP binding cassette subfamily C member 10	ABCC10	89845	7.985201246	3.714205	209	3.680155	326	3.163708	226	3.44148	245	240.1250898	0.349922637	-1.117012395	0.143121664	0.264657233	-1.115450936	7.825675821	3.388338	185	3.932515	195	3.856419	276	3.614492	291	7.94762223	8.03619239	7.80285873	7.99705265	7.81523487	7.88061448	7.91664694	7.81787916	NM_001198934,NM_001350518,NM_033450,NR_146762	1.563446975	0.102034433	-1.563446975
ENSG00000124596	132.03469103333055	Q9Y530	O-acyl-ADP-ribose deacylase 1	OARD1	221443	7.786691314	15.776607	239	7.141382	175	15.885907	298	7.928034	150	390.6887572	6.74E-7	2.54211246	0.254281217	1.2E-7	5.293461591	9.130732665	33.330117	484	31.653703	429	35.790719	698	34.404891	743	8.2997227	7.81071918	8.27183298	7.87161436	8.86991126	8.78662542	8.95244429	8.85184716	NM_001329684,NM_001329685,NM_001329686,NM_001329688,NM_001329689,NM_001329690,NM_001329691,NM_001329692,NM_001329693,NM_001329694,NM_001329695,NM_001329696,NM_145063,NR_138080	5.206464695	0.258148558	5.206464695
ENSG00000124608	NaN		alanyl-tRNA synthetase 2,mitochondrial	AARS2	57505	7.49294353	2.606108	139	2.611039	226	2.233636	154	2.88368	195	178.6134589	0.961305198	-1.016073733	0.294470289	0.937729684	-0.078123663	7.468345592	1.834278	95	3.921057	191	2.274466	155	3.985513	314	7.41630189	7.53685854	7.29474735	7.61372791	7.09269303	7.67089146	7.25255155	7.68893558	NM_020745	0.175938429	0.139809922	-0.175938429
ENSG00000124610	4996.751521118722	Q02539				NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	NaN
ENSG00000124613	NaN		zinc finger protein 391	ZNF391	346157	7.03205333	2.823945	136	1.567176	122	2.576066	160	1.548087	95	129.1712881	0.932790455	-1.025042164	0.287082742	0.901080865	-0.124296063	6.9939787	2.928674	137	1.599101	70	2.916561	179	2.067546	147	7.19740005	6.83687522	7.1208395	6.82921204	7.17045251	6.66853241	7.16401376	6.86501228	NM_001076781,NM_001322288,NM_001322289,NM_001322293	0.199486956	0.190862755	-0.199486956
ENSG00000124615	NaN		molybdenum cofactor synthesis 1	MOCS1	4337	7.36553847	3.727572	174	1.856908	138	3.757022	224	1.850544	110	168.3518514	0.873606357	1.042113708	0.267869197	0.824180955	0.22217076	7.424530085	3.56701	158	3.35353	140	3.786144	223	2.71803	188	7.56912922	7.10992355	7.56760476	7.12026843	7.45497189	7.37854537	7.51268845	7.2324511	NM_001075098,NM_005943,NR_033233	0.225390292	0.261730949	0.225390292
ENSG00000124635	NaN		histone cluster 1 H2B family member j	HIST1H2BJ	8970	1.864273798	0.871496	5	0.10317	1	0.902141	7	0.052055	1	7.71215814	0.052182945	3.262292767	0.779657448	0.028669998	2.187994566	3.558692552	0.79532	5	3.621435	18	1.172705	9	1.972353	16	2.72441973	2.35369575	2.75237735	2.39054056	2.71081696	3.34954161	2.8276853	3.01818612	NM_021058	7.98074437	0.212313373	7.98074437
ENSG00000124641	73.09532617953023	Q9H944	mediator complex subunit 20	MED20	9477	8.68850751	10.718132	312	11.220246	504	11.025516	387	11.823086	435	576.0087161	1.40853E-4	1.794295336	0.205085766	3.91E-5	4.112510543	9.530296859	21.866053	588	19.402897	475	24.362129	833	32.049316	1310	8.79702575	8.90833643	8.76573525	8.98362975	9.29078525	9.13077278	9.35475878	9.6070798	NM_001305455,NM_001305456,NM_001305457,NM_004275,NR_131160	8.359840574	0.100694426	8.359840574
ENSG00000124688	NaN		MAD2L1 binding protein	MAD2L1BP	9587	7.489971048	9.059073	130	7.554049	211	8.638757	193	10.049808	182	226.061427	8.13227E-4	1.514742185	0.164390544	2.68223E-4	3.644201467	8.089357878	15.479361	216	18.940968	247	14.078485	260	20.118904	423	7.5228318	7.63191413	7.62823388	7.70442093	7.89433234	8.03074153	7.81920545	8.08300326	NM_001003690,NM_014628	8.018094791	0.074754271	8.018094791
ENSG00000124702	NaN		kelch domain containing 3	KLHDC3	116138	9.222893136	19.007339	428	20.497657	744	22.413395	652	19.854643	567	1201.987237	6.65E-46	3.01803463	0.109755053	9.09E-48	14.51969019	10.81892866	74.573753	1627	77.542221	1591	67.697617	1944	69.819992	2316	9.48322561	9.64353404	9.60698482	9.61897088	10.56832321	10.57337443	10.47825524	10.47982122	NM_057161,NR_040101	22.28990237	0.071603522	22.28990237
ENSG00000124743	NaN		kelch like family member 31	KLHL31	401265	3.568524355	0.225699	15	0.084391	9	0.18971	16	0.072441	6	8.483304835	0.073776221	-2.27214335	0.584250399	0.042701235	-2.026620537	2.351221899	0.031292	2	0.08233	5	0.084034	7	0.08252	8	3.39402378	2.97866838	3.29226599	2.91743789	2.66246685	2.88660744	2.89380287	2.87809832	NM_001003760	5.219950485	0.233201916	-5.219950485
ENSG00000124787	20.644125796533533	O75818-2	ribonuclease P/MRP subunit p40	RPP40	10799	5.964174712	1.960583	26	3.972557	85	2.621482	45	5.552816	94	152.6083859	3.97E-5	3.885771508	0.44294489	9.83E-6	4.420868404	7.92354417	9.998691	128	24.157894	287	11.151487	186	21.832323	425	6.0246391	6.53970276	6.17949654	6.79407351	7.09164218	7.84092117	7.17515329	7.76358357	NM_001286132,NM_001286133,NM_006638	5.629964154	0.34802521	5.629964154
ENSG00000124813	NaN		runt related transcription factor 2	RUNX2	860	9.526121075	11.980118	722	7.024054	676	12.610536	962	7.129614	541	753.2385456	0.81888653	1.043318084	0.198038861	0.757378905	0.308924571	9.587159401	11.995749	690	11.825702	640	12.273131	931	10.741419	928	9.6782097	9.33748982	9.70626422	9.35110025	9.60478062	9.56426082	9.62524032	9.47510092	NM_001015051,NM_001024630,NM_001278478,NR_103532,NR_103533	0.303239825	0.201287301	0.303239825
ENSG00000125037	80.3990265127744	Q9P0I2	ER membrane protein complex subunit 3	EMC3	55831	9.297176498	20.510357	605	12.88217	615	19.994825	761	13.233702	495	625.1160095	0.94666848	-1.012695295	0.176971975	0.918088363	-0.102842009	9.278724786	21.195816	605	17.343695	466	20.308752	763	17.117533	743	9.41831587	9.14612439	9.39639144	9.16446222	9.3842458	9.18729026	9.346739	9.17837649	NM_018447	0.126386631	0.145994176	-0.126386631
ENSG00000125089	NaN		SH3 domain and tetratricopeptide repeats 1	SH3TC1	54436	5.726357394	0.935321	47	0.859727	69	0.731643	47	0.735038	47	47.15323198	0.490976353	-1.288225638	0.433275439	0.39905535	-0.843309537	5.370298732	1.393501	62	0.53254	24	0.85308	54	0.304359	23	5.65835218	5.69448739	5.47213726	5.58423511	5.84367865	5.19096633	5.52850645	4.89123876	NM_001318480,NM_018986,NR_134639	3.627148541	0.098164897	-3.627148541
ENSG00000125124	NaN		Bardet-Biedl syndrome 2	BBS2	583	8.971487146	16.073351	505	8.294496	422	17.084515	693	8.81374	351	381.0381787	4.348E-4	-1.928494832	0.248055187	1.3366E-4	-3.819614868	8.022900317	7.688243	234	6.474235	186	8.46577	339	7.186145	333	8.95194079	8.49767777	9.00851942	8.54418815	8.26102668	8.10494258	8.33663745	8.18451359	NM_031885	3.55467952	0.266855795	-3.55467952
ENSG00000125144	15685.49899511394	P13640,P13640-2				NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN		NaN		NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	NaN
ENSG00000125149	NaN		chromosome 16 open reading frame 70	C16orf70	80262	8.093144787	6.294264	202	7.285961	377	6.390301	264	6.203077	252	235.5255983	0.034801885	-1.37847971	0.195872423	0.018069939	-2.36418188	7.629195093	4.497707	140	6.268332	183	4.745968	192	6.89832	325	7.89868038	8.14249801	7.90939353	8.00092377	7.57400785	7.80761234	7.60399635	7.88769897	NM_001320540,NM_001320541,NM_001320542,NM_001320543,NM_025187	4.111841921	0.112832571	-4.111841921
ENSG00000125246	NaN		citrate lyase beta like	CLYBL	171425	5.457324749	1.273378	35	1.29432	56	1.32483	43	1.199738	41	24.00317762	4.09E-12	-11.27008589	0.480726505	3.62E-13	-7.26905334	2.025228938	0.234536	6	0.070712	2	0.207096	7	0.022781	1	4.74941724	4.8637984	4.71772742	4.79884304	3.70053324	3.43248421	3.64072676	3.24189481	NM_206808,NR_104592	53.89366827	0.063682728	-53.89366827
ENSG00000125247	NaN		transmembrane and tetratricopeptide repeat containing 4	TMTC4	84899	8.133262983	4.939661	221	4.333006	319	5.773446	335	4.069393	244	211.85518	2.21E-5	-1.959488575	0.212954574	5.18E-6	-4.557202715	7.15923416	2.832501	130	1.996155	82	3.492137	211	2.647192	184	7.88990578	7.91461952	8.03149026	7.88936357	7.42276353	7.10740394	7.58720159	7.34353795	NM_001079669,NM_001286453,NM_001350571,NM_001350572,NM_001350574,NM_001350576,NM_001350577,NM_032813,NR_146794	14.36727776	0.067794946	-14.36727776
ENSG00000125352	38.32754574699071	O15541	ring finger protein 113A	RNF113A	7737	7.84381486	14.2299	206	10.749461	252	14.244644	267	10.041844	185	237.7181957	0.57017484	1.06784516	0.134505449	0.48138355	0.704079044	7.940773435	15.278172	215	16.456606	217	15.289787	282	14.213413	303	7.93031031	7.81715321	7.93406335	7.76148451	7.93294941	7.96387786	7.92922719	7.84529292	NM_006978	1.133061682	0.085572195	1.133061682
ENSG00000125384	NaN		prostaglandin E receptor 2	PTGER2	5732	7.783238694	8.494881	235	4.702351	211	7.911342	283	3.886568	137	122.2393652	7.03E-24	-9.175069255	0.307539134	2.54E-25	-10.39776306	4.596458938	0.890799	24	0.881597	23	0.549845	20	0.782332	32	7.46230833	7.04447974	7.39803647	6.86950276	5.63577119	5.6287511	5.39177037	5.53198687	NM_000956	11.23717482	0.283592612	-11.23717482
ENSG00000125386	NaN		family with sequence similarity 193 member A	FAM193A	8603	9.487446641	11.633824	638	9.753626	861	9.968302	698	9.41791	643	595.6119303	1.18E-8	-1.516978496	0.09962628	1.59E-9	-6.034558691	8.886975679	7.771423	408	8.386866	413	7.772229	534	7.711654	613	9.42924139	9.39529684	9.28707132	9.34980128	9.01956436	9.05171447	9.01401906	8.98577907	NM_001256666,NM_001256667,NM_001256668,NM_003704,NR_046335,NR_046336	9.763115619	0.061504031	-9.763115619
ENSG00000125430	NaN		heparan sulfate-glucosamine 3-sulfotransferase 3B1	HS3ST3B1	9953	6.075655597	0.511337	31	1.081469	106	0.723816	57	1.043708	80	127.048359	2.49E-6	2.755170659	0.290598873	4.87E-7	5.031477477	7.544199193	2.750512	161	2.973767	164	2.474171	190	2.967086	264	6.0669396	6.65538589	6.27669662	6.62448659	7.24362342	7.28417953	7.14902957	7.28537937	NM_006041,NR_130138	5.174747293	0.283790398	5.174747293
ENSG00000125445	121.75066280855961	Q9Y2R9	mitochondrial ribosomal protein S7	MRPS7	51081	8.551792898	17.90431	283	19.101686	488	17.501398	357	18.437286	369	526.9627069	3.14466E-4	1.807338817	0.218582922	9.37E-5	3.906375575	9.406531141	31.692659	485	51.893383	747	28.830484	581	43.209713	1005	8.66049525	8.82438609	8.64236299	8.79193345	9.07052933	9.47997454	8.98930507	9.31648231	NM_015971	9.31571106	0.091752335	9.31571106
ENSG00000125450	61.711084890019755	Q9BW27	nucleoporin 85	NUP85	79902	8.349825247	7.439835	197	12.131866	518	6.756968	230	11.055196	370	538.9977073	0.004709724	2.303624298	0.387563849	0.001894182	3.106340926	9.554104191	16.328461	417	36.620954	870	15.222883	510	35.843769	1392	8.3536536	8.84196757	8.28159361	8.76194197	8.91143528	9.59486017	8.84884134	9.58881128	NM_001303276,NM_001330472,NM_024844	4.254446136	0.283063625	4.254446136
ENSG00000125484	15.743752803324254	Q9UKN8	general transcription factor IIIC subunit 4	GTF3C4	9329	9.842323747	7.047587	711	7.243722	1182	6.729555	877	6.928531	888	1038.358549	0.055278251	1.262114159	0.155324856	0.030603257	2.162193601	10.17833373	9.03828	883	11.954672	1099	8.743311	1125	11.803014	1756	9.85639988	9.99707375	9.8197939	9.95772846	10.00387634	10.21653786	9.97538603	10.20928302	NM_012204,NR_133925	4.030537963	0.083366038	4.030537963
ENSG00000125505	797.3640203163005	Q96N66	membrane bound O-acyltransferase domain containing 7	MBOAT7	79143	9.584488309	21.004049	596	20.415476	907	23.932155	846	20.381925	709	1441.396609	6.35E-19	2.754439529	0.158615679	3.09E-20	9.215726979	11.04647306	56.464574	1535	81.462885	2065	55.738088	2032	78.251489	3256	9.86628961	9.92751646	9.93891571	9.92241514	10.6192105	10.91618109	10.62346434	10.89611563	NM_001146056,NM_001146082,NM_001146083,NM_024298	45.11498632	0.032405745	45.11498632
ENSG00000125510	NaN		opioid related nociceptin receptor 1	OPRL1	4987	3.66621693	0.70669	27	0.03153	2	0.279401	14	0.060964	3	10.3665932	0.570321377	-1.566513839	0.920176103	0.48159959	-0.703732158	3.006825117	0.262292	10	0.08484	3	0.301071	15	0.087466	5	3.89473447	2.66607779	3.31484354	2.79755398	3.24789343	2.82246554	3.32054475	2.81023795	NM_000913,NM_001200019,NM_001318853,NM_001318854,NM_001318855,NM_182647	1.178700158	0.55942286	-1.178700158
ENSG00000125534	NaN		pancreatic progenitor cell differentiation and proliferation factor	PPDPF	79144	11.49817099	223.513458	1937	304.417511	4268	215.701584	2414	273.489655	3005	2298.586434	9.9756E-4	-1.697303195	0.212911304	3.37337E-4	-3.58479933	10.73516084	162.150208	1361	208.156342	1644	149.112762	1648	191.923462	2450	11.15879439	11.56159494	11.12880367	11.45958663	10.83101674	11.00916411	10.76347715	10.94398905	NM_024299	3.529671954	0.216170273	-3.529671954
ENSG00000125618	NaN		paired box 8	PAX8	7849	4.953942573	0.49538	24	0.675216	50	0.566125	32	0.335827	20	84.44912534	1.21E-11	4.410373956	0.300933493	1.13E-12	7.114199771	7.10751738	3.325003	147	2.313879	95	3.219027	186	2.0791	139	5.5255767	5.76610477	5.53764634	5.36898372	6.87155117	6.51052526	6.83728181	6.43174404	NM_003466,NM_013952,NM_013953,NM_013992	13.17008459	0.163520195	13.17008459
ENSG00000125633	NaN		coiled-coil domain containing 93	CCDC93	54520	9.904680202	8.289717	641	10.469663	1309	8.670925	866	10.435083	1023	762.8105802	2.54694E-4	-1.690459411	0.191197318	7.45E-5	-3.961433052	9.147436137	5.906988	443	7.364316	519	5.70531	563	7.533483	858	9.56709971	9.89063163	9.60630841	9.88432822	9.23653478	9.38197993	9.20921224	9.40251308	NM_019044	4.341791931	0.174408188	-4.341791931
ENSG00000125637	NaN		pleckstrin and Sec7 domain containing 4	PSD4	23550	6.896667518	1.119413	63	1.839973	168	1.470945	107	1.978975	142	65.56194185	2.12E-18	-10.07718084	0.367048223	1.08E-19	-9.080605709	3.581497041	0.160311	9	0.268088	14	0.136819	10	0.185255	16	5.90047525	6.47469169	6.14017867	6.53808376	4.65737842	4.86901255	4.57086617	4.68119832	NM_012455	11.112618	0.298324884	-11.112618
ENSG00000125648	NaN		solute carrier family 25 member 23	SLC25A23	79085	9.983414699	28.489498	1099	13.533356	845	26.797606	1335	13.831139	677	809.6483898	0.025750545	-1.667578309	0.296362409	0.012797114	-2.489366024	9.245555872	17.380163	650	10.952218	386	16.911636	833	11.280418	642	10.06999089	9.53874932	10.01479443	9.55370054	9.57023229	9.17202107	9.54675016	9.19565826	NM_024103	2.567248505	0.287412311	-2.567248505
ENSG00000125676	16.108483669317284	Q8NI27	THO complex 2	THOC2	57187	10.29305535	17.247684	1079	13.150424	1332	17.778156	1436	14.050205	1115	1646.731971	3.0E-7	1.625469805	0.128596906	5.04E-8	5.450028127	10.99352296	25.819288	1565	32.945518	1878	26.075317	2081	33.000504	3041	10.47375335	10.36902371	10.499175	10.41886579	10.75548849	10.9416361	10.76347643	10.94610733	NM_001081550	12.05727666	0.05809501	12.05727666
ENSG00000125686	8.42772112268899	Q15648	mediator complex subunit 1	MED1	5469	10.76726942	14.814786	1346	14.891113	2190	14.250797	1672	14.984055	1727	1834.447343	0.232553144	1.105006155	0.103113966	0.162401338	1.397040682	10.91139223	18.143175	1597	19.771324	1637	18.808968	2180	19.816706	2653	10.73871291	10.86363739	10.70708176	10.86523729	10.84980561	10.89499052	10.88016502	10.89991942	NM_004774	1.741986361	0.082734752	1.741986361
ENSG00000125730	NaN		complement C3	C3	718	13.78576906	207.460632	11871	183.300385	16974	197.542297	14597	174.168686	12639	11706.26862	0.419737187	-1.520345763	0.619956352	0.329606652	-0.974906479	13.18137565	254.493942	14108	37.16856	1939	249.500381	18209	37.997742	3204	13.60177526	13.61845076	13.55813462	13.56811892	13.72362723	12.19980106	13.70456712	12.21473661	NM_000064	21.38374844	0.028264147	-21.38374844
ENSG00000125734	NaN		G protein-coupled receptor 108	GPR108	56927	9.670551112	35.90712	832	20.056917	752	34.863811	1043	19.525261	574	763.5844326	0.68655281	-1.144234928	0.376608688	0.605755741	-0.516141277	9.476195864	37.762733	847	17.071239	361	39.663654	1171	15.78302	539	9.78816179	9.40819799	9.76251302	9.38281258	9.76880591	9.08421919	9.81191465	9.02568187	NM_001080452	0.884275056	0.21979049	-0.884275056
ENSG00000125740	NaN		AP-1 transcription factor subunit,FosB proto-oncogene	FOSB	2354	3.103522997	0.184444	8	0.08317	6	0.129504	8	0.200153	11	13.38590764	0.017064149	2.145513532	0.415385429	0.008017595	2.651327957	4.184015554	0.394212	17	0.401202	16	0.331159	19	0.371926	23	3.55184567	3.31903533	3.44579831	3.64899649	3.91477534	3.89485569	3.82289005	3.83455231	NM_001114171,NM_006732	7.622507442	0.141750279	7.622507442
ENSG00000125772	1.0234741458367176	Q9NPB8	glycerophosphocholine phosphodiesterase 1	GPCPD1	56261	9.200362392	10.025507	611	4.654398	459	10.829949	852	4.964478	384	550.8995809	0.69066669	-1.145442093	0.384432432	0.610335809	-0.50959417	9.00427062	10.068269	594	4.415268	245	10.444805	811	5.335164	479	9.33024898	8.79988853	9.4000412	8.84921436	9.27007895	8.56809325	9.30176949	8.7149596	NM_019593	0.624384764	0.314055985	-0.624384764
ENSG00000125812	NaN		GDNF inducible zinc finger protein 1	GZF1	64412	8.070019153	4.079066	217	3.727866	320	4.021619	275	3.778114	255	268.4257909	0.97387885	-1.00592965	0.183675145	0.962961553	-0.046437494	8.066737951	4.411507	232	5.780272	293	3.929105	265	3.780356	295	8.04524513	8.0860443	8.03030058	8.09627784	8.06776239	8.28799045	7.95091985	7.89803629	NM_001317012,NM_001317019,NM_022482	0.103513719	0.031698233	-0.103513719
ENSG00000125821	90.06339358081688	Q8TEA8	D-tyrosyl-tRNA deacylase 1	DTD1	92675	9.353935861	23.147223	365	40.891531	1038	23.142699	472	38.516484	767	770.9428079	0.173060003	1.355733197	0.27845091	0.11483172	1.576842716	9.793648554	53.833937	811	51.546542	729	51.671309	1022	49.173348	1125	9.12055472	9.69976391	9.12171517	9.6447542	9.74604215	9.67707387	9.70698889	9.63964829	NM_001318043,NM_080820	1.378480834	0.318983538	1.378480834
ENSG00000125826	NaN		RANBP2-type and C3HC4-type zinc finger containing 1	RBCK1	10616	10.20159727	42.941771	1189	26.280304	1195	39.050962	1383	25.589587	865	1324.479001	0.553293239	1.249471682	0.437874622	0.463062557	0.733813261	10.52296189	82.838095	1972	29.779874	637	80.126689	2476	25.31525	873	10.39717023	10.11265818	10.30710966	10.04402883	10.81883193	9.87088863	10.77419533	9.74698961	NM_001323956,NM_001323958,NM_001323960,NM_006462,NM_031229,NR_136659	1.951251974	0.164696628	1.951251974
ENSG00000125827	NaN		thioredoxin related transmembrane protein 4	TMX4	56255	11.26946681	30.749956	2114	23.447971	2608	32.744884	2907	24.591372	2144	1592.609687	2.94E-48	-3.445940897	0.119848209	3.66E-50	-14.89298813	9.485099636	10.024454	668	8.983406	563	9.91021	869	8.655356	877	10.97901113	10.85935353	11.03877909	10.89933531	9.96051818	9.85301521	9.95046578	9.82738947	NM_021156	22.20720877	0.080350808	-22.20720877
ENSG00000125841	NaN		neurensin 2	NRSN2	80023	6.704381584	4.174182	112	1.971921	89	4.214285	130	2.221676	76	307.2179296	9.46E-24	4.907515767	0.221331048	3.43E-25	10.3690509	8.994781407	20.559428	475	17.0182	388	18.650571	631	16.254894	631	7.46752887	7.08055165	7.38957043	7.13476315	8.65421303	8.4913899	8.66269587	8.50100691	NM_001323679,NM_001323680,NM_001323681,NM_001323682,NM_001323683,NM_001323684,NM_001323685,NM_024958,NR_136649	12.10063112	0.189279369	12.10063112
ENSG00000125843	NaN		adaptor related protein complex 5 sigma 1 subunit	AP5S1	55317	7.911201908	10.854907	224	8.224031	277	9.455657	256	7.025961	195	199.3969708	2.94E-5	-1.521434918	0.13480618	7.08E-6	-4.491134026	7.304471425	6.612639	140	6.676075	127	7.052081	187	6.708657	206	7.88320486	7.7769536	7.78142889	7.68349078	7.46531599	7.41207035	7.47548733	7.41602603	NM_001204446,NM_001204447,NM_018347	7.436452352	0.0815887	-7.436452352
ENSG00000125845	NaN		bone morphogenetic protein 2	BMP2	650	4.953693344	0.54068	20	0.584024	34	0.835632	39	0.690084	31	50.08738698	0.002069916	2.222912397	0.342100101	7.55088E-4	3.368754033	6.112399462	2.372218	82	1.188402	39	2.187453	99	1.230599	64	5.11496839	5.22237295	5.36655903	5.31867599	6.09829169	5.53588597	6.02753088	5.54923692	NM_001200	10.40943918	0.111313021	10.40943918
ENSG00000125871	10.877402172522388	Q9BQP7	mitochondrial genome maintenance exonuclease 1	MGME1	92667	8.816401412	14.949379	394	11.044471	475	16.778246	575	10.236018	346	448.8200305	0.968122829	-1.008485222	0.18601198	0.947749544	-0.065533111	8.803556504	12.94477	331	17.251484	414	13.291805	437	18.140696	704	8.85582167	8.72820289	8.96109004	8.66502426	8.67796776	8.88792781	8.67940479	8.93411507	NM_001310338,NM_001310339,NM_052865	0.097178341	0.132178712	-0.097178341
ENSG00000125885	NaN		minichromosome maintenance 8 homologous recombination repair factor	MCM8	84515	8.380582552	3.755699	159	7.922007	539	3.911249	215	8.125089	434	598.6489142	0.015566443	2.592057326	0.511439533	0.007215623	2.686725482	9.754920505	8.921311	366	28.650093	1095	8.403387	451	28.967464	1785	8.22399266	8.89454719	8.25450778	8.91361451	8.82216096	9.83297849	8.767217	9.84479269	NM_001281520,NM_001281521,NM_001281522,NM_032485,NM_182802	3.577876444	0.384121133	3.577876444
ENSG00000125898	NaN		family with sequence similarity 110 member A	FAM110A	83541	7.060963869	4.731395	97	4.947094	160	6.074714	147	5.012868	129	112.3517286	0.001157607	-1.4720278	0.157526007	3.98562E-4	-3.541033824	6.510624321	4.409046	80	4.232523	78	4.266652	109	3.643199	111	6.83588688	6.96668199	6.96612988	6.9857302	6.65613239	6.65809365	6.68075317	6.56527204	NM_001042353,NM_001289145,NM_001289146,NM_001289147,NM_031424,NM_207121	7.966255296	0.069083845	-7.966255296
ENSG00000125912	134.95111643156508	Q969V3	nicalin	NCLN	56926	9.421545599	9.516409	397	15.884292	1071	9.228736	497	15.124591	799	1177.525917	2.33E-5	2.433507976	0.282282998	5.49E-6	4.545217085	10.70502637	32.10869	1295	42.062215	1596	30.024719	1594	40.841263	2505	9.42844827	9.93554939	9.40615303	9.8913096	10.35946989	10.57598591	10.29862079	10.55179388	NM_001321463,NM_020170	4.469671916	0.28715324	4.469671916
ENSG00000125944	1760.0871767347526	O43390,O43390-2	heterogeneous nuclear ribonucleoprotein R	HNRNPR	10236	12.04310231	27.910826	2404	45.69888	6325	27.77246	3069	47.449428	5161	3909.974569	0.590855801	-1.172462136	0.342524941	0.502765442	-0.670144873	11.81367285	27.415262	2276	57.839541	4523	27.976104	3064	38.858787	4913	11.65861195	12.20169429	11.64977455	12.23437906	11.58203946	12.19454139	11.59927907	11.84747111	NM_001102397,NM_001102398,NM_001102399,NM_001297620,NM_001297621,NM_001297622,NM_005826	0.704141813	0.325828485	-0.704141813
ENSG00000125945	NaN		zinc finger protein 436	ZNF436	80818	8.446792135	6.423344	319	3.869049	302	7.384523	459	4.635428	292	261.8793597	0.002104375	-1.996220897	0.296495681	7.69532E-4	-3.363527494	7.449801774	4.017247	188	2.305772	106	4.328011	266	2.268781	161	8.32487171	7.98360849	8.42373101	8.15905492	7.83992252	7.42504974	7.8979023	7.38009152	NM_001077195,NM_030634	5.158351546	0.193276932	-5.158351546
